SMILES,DFT_gap
CCCC(F)C(F)CCCC(C)CC,10.1536044
CC1CC(C)CC1CC,10.153932
CC(C)(CCF)CCC(F)(F)F,10.154421
CC(C)C(C)CCCCC,10.154749
CCC2CC3CC2C3,10.155021
CCC(C)CCCCCC(C)F,10.155021
CCC1CC2CC1C2,10.155293
CC(CCCC(F)F)C(CF)CCF,10.155782
CC1C2C(C)C1C2(C)C,10.155837
CC(F)C(F)C(C)CCCCF,10.1563264
CCCCC34CC(C3)C4,10.156381
CCCCC12CC(C1)C2,10.156381
CC(CF)C(CF)CCCF,10.1565986
CC(C)CCCC1CCC(C)C1,10.157198
CC(C)CC(C)CCC,10.158286
CCCC(C)CC(C)C,10.1585533311394
CCC(CF)C(C)(CF)C(F)F,10.1587762
CC(CCCF)C(CF)CCF,10.1590484
CCC(C)C(C)C(CC)CF,10.1595928
CC1(C)CC2CC1C2,10.159919
CCCCCCCCC(CCC)C,10.159919
CCCC(F)(CF)C(C)(F)C(F)(F)F,10.1604094
CC(C)C(C)C(C)CF,10.1604094
CC(C)C(CF)CCCCCC(C)(F)F,10.1604094
CCC(C)C(CC)CC,10.160736
CCC(CF)(CF)CCCCF,10.1609538
CCC(C)CCCCC(C)CF,10.1609538
CC(CF)(CCF)CCCCF,10.1609538
FCC12CC(C1)C(C)(C)C2F,10.161552
C1CC23CCC4C2C1C43,10.161824
CC(C)(C)CCCF,10.161824
CCCCCCCC2CCCC2,10.162368
CCC(C(C)CF)C(F)(F)CC(C)C,10.1628592
CC(C)CC(CF)C(C)C,10.1634036
FCCCCCC(CF)CCF,10.163948
FCCCC3CCCC3F,10.164273
CC(C)(CF)CCC(CF)CF,10.1644924
CCC2C3CC(C3)C2C,10.164545
FCC(C)CC3CCC3F,10.164545
CC(CC(C)(C)CF)C(C)C(F)F,10.1647646
CCC(C)(CF)CC(F)(F)F,10.1650368
CCCC12CC(C)(C1)C2,10.165089
CCCCCCCCC(F)CCCCCC,10.165633
CCCC(F)(CF)C(F)CC,10.1658534
CC(CCCCF)CCC(C)CCCC(F)(F)F,10.1661256
CC(C)(C)CCCC(F)F,10.166178
CC1C2CC(C2)C1C,10.166179
CCC(C)CC(C)C,10.166179
CCC(C)CC(C)CC,10.166179
CC(CCC(F)CCCCCCCF)CC(F)(F)F,10.1663978
CCCC(CF)(CCC)C(F)F,10.1669422
CCC2CCC(C)(C)C2,10.166994
CC(CCC(C)(C)CF)C(F)F,10.1672144
CCCC(F)C(F)CCCCC(F)CCC(C)C,10.1674866
CCC23CC4C2CC43,10.167538
CC(CCCCF)CC(C)CC(F)(F)F,10.168031
CC(CF)C(C)(C)CC(F)(F)F,10.1683032
CCCC(CF)CCC(CF)CF,10.1688476
CC1CCC(C)C1CC,10.168899
CCCC2CCC2CC,10.168899
CC2CCC(C)C2CC,10.168899
CC(CF)C(CF)C(C)C(F)(F)F,10.1691198
CC(CCF)C(C)CCCC(F)F,10.1696642
CCCCC1CC2CC1C2,10.169715
CC(CCCCC(C)CC(F)(F)F)CC(F)CCF,10.1699364
CC(C)CC(C)CCCC(F)F,10.170259
CC(CCC(F)F)C(C)(C)CF,10.1704808
CCCCCC2CC(C)CC2,10.170531
CC1C2C3CCC2(C)C13,10.170804
CCCCCCCCCC(CC)CF,10.170804
CCCC(F)C(F)C(F)F,10.1710252
CCCCCCC(C)C(F)(F)CF,10.1710252
FCC(C)CC3CCC3CF,10.171076
CC1CC1,10.171621
CCCC1CCC(C)C1,10.171621
CCCC(C)(CF)CCC(F)F,10.172114
CC1(C)C2C3CCC2C31,10.172164
CC2CCCCCC2C,10.172436
CC(CCCF)CCCCC(C)CCC(F)(F)F,10.1729306
CC(C)C1(C)C2CC1C2(F)F,10.174341
CC1CC(C)C1,10.174342
CCC(CC)(CF)CF,10.1745638
CCC(CC)CCC(C)CF,10.1756526
CCC(C)C(CC)CF,10.1756526
CC2CCCCC2,10.175974
CCC2CC3(C)CC2C3,10.175974
FCC(C)CC2CCC2F,10.177062
CC1CCCCC1,10.177064
CC1CCCCC(C)C1,10.177064
CCCCC(C(F)F)C(F)C(F)CCC,10.177558
CC(CCF)CC(C)C(C)C(F)F,10.177558
CCCCC(F)C(F)(CF)CCC,10.1783746
CC(C)CC(C)CCCF,10.1783746
FCCCC3CCC3CF,10.178423
C1CCC(CC1)CCC(F)F,10.178967
CC(C)C(CF)CCCCCC(F)F,10.1791912
CC12CCC3C1CC32,10.179511
CCC(C(C)C)C(C)CF,10.1797356
CCC12CC3C1CC32,10.180055
C1CCCCCC1(F)F,10.180872
CCC(CF)CCC(CF)CF,10.1813688
FC1(C(F)(F)F)CC1,10.181416
FCCCC3CCC3F,10.181688
CCC(CF)C(C)CCCC(F)F,10.183002
CC(C)CCC(C)CC,10.183865
C1CCCCC1(F)F,10.184137
FCC(C2CC2)C2CCC2F,10.184409
FCC1(C)C2C3CC2C31F,10.184953
CCCCC(C)(C)CF,10.185226
C1CC2C3CC(C3)C2C1,10.185226
CCC(C)CCC(C)C,10.185226
CCCCC(C(C)C)C,10.186042
FCCC(F)C(F)(CF)CCF,10.1868128
CC(C(F)F)C(CF)CC(C)(C)C,10.1876294
CCCCC(C)CCC(C)CCC,10.187947
CC(C)C1CC2CC1C2,10.187947
CC(CCCCF)CCCCC(C)CC(F)(F)F,10.24833
CCCC(CF)CCCCC(F)(F)F,10.24833
C1CCCCCCCCCC1(F)F,10.248356
CC(C)C(C)CCF,10.2486022
CC(C)CCC(C)(C)C(F)F,10.265771
CCCC(F)C(F)CC(C)C,10.2665674
CC(C)C1C2CC1C2,10.266861
CC(C)(CF)CCCCCCC(F)F,10.267384
FCCCC(C)CCCF,10.267404
CCCCCC(F)C(F)CCF,10.2676562
CC(CF)CC(C)CCCC(F)(F)F,10.2679284
CC(CCF)C(C)CCC(F)(F)F,10.268745
CCCC(C)CCC(F)(F)CF,10.270106
CCC1CCC(C)C1,10.280466
CC(C(F)(F)F)C(F)(CF)C(F)CCF,10.2807218
CC(CCF)CCCCCCC(F)F,10.2807218
CCCC(CCCCC)CC,10.281554
CC(C)C(CCCF)CC(F)(F)F,10.2820828
CC1C(C)C2C3CC2C13,10.282642
CC(C)(CF)CCF,10.2834438
CC(C)(CF)CCCCCC(F)F,10.2839882
CCCCF.CCCCF,10.284819
CCCC(F)(CF)C(F)F,10.2853492
FCC1CCC(CC1)CF,10.285364
CCCC(CF)CCCC(F)(F)F,10.2858936
CCCC(C)C(C)CF,10.2858936
CCC(C)C(C)CC,10.285909
CCC(C)(C)C,10.285909
CCCC(C)C(C)C,10.285909
CCCC(F)(F)C(F)C(F)F,10.2861658
CCC(CF)CCCCC(F)F,10.2861658
CCCC(CF)C(CF)CF,10.286438
CC(CF)(CF)CCCCCCF,10.286438
CC(C)C(C)CCC,10.286452
CC(CF)C(CF)C(C)CF,10.2875268
FCCC1CCCC1,10.28754
CCCC(F)(CF)C(F)CC(F)(F)F,10.2880712
CC(C)CCC(C)CF,10.2883434
CCC(C)C(CF)CCF,10.2886156
FCCC(F)C(F)CCF,10.2888878
CCCCCCCCCCF,10.289173
CCCC(C)C(F)C(C)F,10.2894322
CCCC(C(C)C)C,10.289445
CC(CCCCF)C(F)CF,10.295965
CCC(C)C(C)CF,10.3182854
CCC(C)C(F)CF,10.3269958
CC(C)(CF)CCCF,10.3269958
CCC(C)CCC(F)CF,10.327268
CCCC(F)C(F)CCCC(C)C(F)F,10.3275402
FCC(C)CCCCF,10.383597
FCCCCC(C)CF,10.383597
CC(C)C(CCF)CCCC(F)(F)F,10.3836134
CCCC(CCCF)CC(F)F,10.3852466
CCCCC(CCF)C,10.385501
CCCC(CC(F)F)CC(C)CF,10.3855188
CCCC1CC2CC1C2,10.387678
CCCC(CCF)CCCC(F)(F)F,10.400762
CC(C)(CF)CF,10.5635376
CCC(CC)CC,10.5879545
CC(C(F)F)C(CF)CCF,10.5888522
CCCC(F)C(C)F,10.5891244
CCCC(C)C(CF)C(F)F,10.5921186
CCCC(CF)CF,10.5923908
CC(CF)CCF,10.592663
CCC(CF)CC(F)(F)F,10.598107
