tsne1,tsne2,gap,SMILES,SMILES_HA,gap_group
57.224327,-14.987081,2.223,O=C1C=C[CH]C2=C1[N][CH][CH][N][CH]2,12,0.0
-31.40373,-28.703505,8.955,CCCC(CCO)CC1CCCCC1,14,3.0
-52.991962,1.5458155,9.818,CCCCC(CCC)C(C)CC,12,3.0
-31.283113,-31.290129,7.529,CCCCCCCOC(=O)C(C)CCC,15,3.0
28.415325,8.440807,2.811,[O][N]CNc1ccc(C=O)cc1,12,0.0
-49.012493,26.042192,8.108993,N#CC1(O)CCC1,7,3.0
-59.67437,13.585726,8.882,CCC1(CC)OCCO1,9,3.0
-2.8090637,-10.115298,6.530732,CNC(=O)C(C)N1CCCCC1C(=O)O,15,2.0
56.289234,-7.3156705,5.415,N=c1[nH]c(N)c(Nc2ccccc2)c(=N)[nH]1,16,1.0
6.0332046,-37.30357,7.331,C=CCOC(=O)CP(=O)(OCC)OCC,15,2.0
-29.953106,-23.64155,8.191,CC(C)(C#N)C(O)CCO,10,3.0
-47.87087,14.889772,9.448,N#CC1CCCCCC1,9,3.0
-17.408175,1.9382449,3.864,[CH]CCC(=C)CCC1CC1(C)C,12,0.0
-8.899906,16.35794,4.446,Nc1cnc(C(=O)O)s1,9,1.0
12.444164,-13.484034,2.305,CCCC1=CC=C2C=PC(CCC)=C21,14,0.0
-24.98428,-26.385866,7.129,CC=CCOC(=O)COCCC(C)C,14,2.0
45.366936,-19.881681,3.339,CN1C(=O)C=C(c2ccc3c(c2)OCO3)C1=O,17,0.0
36.086517,23.557335,4.792,O=C1CCc2nc3ccccc3c(=O)n21,15,1.0
3.4053614,-37.09933,7.029,CC(=O)OC1COC(OC(C)=O)CO1,14,2.0
-8.825409,43.80093,7.227,Cn1cnnc1,6,2.0
43.30546,-20.865229,4.757,CC(C)OC(=O)N([N][O])c1ccccc1,15,1.0
-59.159298,33.648327,4.92,COC(=O)C=O,6,1.0
-3.5834057,-37.494396,6.098,CC1CCC(=O)CC(CCC(C)(C)C)C1,15,2.0
43.69563,-4.0544133,5.447719,COc1cc(OC)cc(C(NC=O)C(=O)O)c1,17,1.0
-17.849897,1.8957025,5.458604,CCCOCCOC(C)CNc1ccccc1,17,1.0
-0.6907484,-27.218246,6.09,CC(C)(C)OC(=O)Sc1ccccc1,14,2.0
13.561119,-39.17745,8.256,CC(C)C(C)(COC(=N)O)COC(=N)O,15,3.0
28.359861,16.868542,3.619,CN1NC(c2ccncc2)=C2CCN=C21,15,0.0
37.864758,-25.271927,2.923,[CH][CH][CH]N1C(=O)OCC1C(C)C,12,0.0
10.514523,-39.416706,7.946,CC1(C)OC(=O)N(CCC#N)C1(C)O,14,3.0
44.941902,-4.790087,4.095,N=C(O)NN=Cc1ccc(C(=O)O)cc1,15,0.0
14.608245,24.962332,4.572,Nc1ccc(C2NC=CN2)cc1,12,1.0
-1.4760612,1.6535286,4.814,Cn1cc(C(=O)O)ccc1=O,11,1.0
6.3878627,-26.753214,6.101,COC(=O)CCN1CCN(CCO)CC1C,16,2.0
43.21196,-12.949782,1.622,[C]1=C[N]C=C2[CH]C=CC=C[C]12,11,0.0
27.278133,-34.523396,6.838,CC(C)(C)C1COC2(C)C3CC3C(=O)N12,15,2.0
5.1171823,-25.89544,7.026,CCC(=O)N(C)C1(C#N)CCCCC1,14,2.0
42.922356,-3.4514158,3.453,CCC1=C(OC)c2nccc(C)c2C(=O)C1=O,17,0.0
-12.860862,-13.962833,6.025,C=CCOC(=O)C=C(C)C,10,2.0
-9.176346,-34.39874,7.997,C#CC1CC(C2(C)OCCO2)C1(C)C,14,3.0
20.273518,-14.410234,4.471,C=C(C)C(O)=NC(O)=Nc1ccccc1,15,1.0
50.35702,-18.448008,4.539,CCO[C](O)[N][N][CH]c1cccc(O)c1,15,1.0
-40.40883,3.0328743,9.774,CC1C2CCCC(C2)C1C,10,3.0
-42.10334,10.180241,8.188,OCCN1CCC(O)CC1,10,3.0
-2.3725395,2.2925165,5.303499,CC(NCCN(C)C)c1ccc(Cl)s1,14,1.0
-2.3194652,3.0266829,3.11,CN(C)CC(=O)c1cnccn1,12,0.0
-48.982704,24.665552,8.321,OCC1OC(O)CC1O,9,3.0
11.129465,-39.82836,6.738,CCCOC(=O)C(O)C(O)C(=O)OCCC,16,2.0
-14.837967,14.667563,5.045,C1=CC2=CCC=C12,7,1.0
-23.606651,-32.110992,7.072,CC(C)=CCC(C)C(C)CO,11,2.0
43.948654,-16.578802,4.351,CN1C(O)=NC2(O)C(=O)c3ccccc3C12O,17,0.0
-38.995796,-28.086716,8.291,CC1CCCC(C)(C)OC1CO,12,3.0
-33.62575,-31.906788,9.598,CC(CC(C)(C)C)CC(C)(C)C,12,3.0
32.774673,-3.6284294,3.997,CCN1N[N]N=C1[N]Cc1cccs1,14,0.0
32.32763,-1.2664845,4.990568,CCOC(=O)c1coc(-c2ccncc2)n1,16,1.0
-36.62654,29.904444,6.493,CCC#CCCCc1ccccc1,13,2.0
-58.876926,13.5838995,7.557,CCC(C)N(C)CCO,9,3.0
8.900894,9.973054,5.349758,CC1(C)CSC(NCc2cccnc2)=N1,15,1.0
8.236242,-15.3382015,6.931,COC(=O)N1C2CC=C(C)CC21,12,2.0
-38.781967,-33.296967,9.69,CCCCC(CC(CC)CC)C(C)C,14,3.0
14.970981,-39.95016,8.648,CC(C)(C)OP(=O)(O)OC(C)(C)C,13,3.0
-2.7244387,4.432923,5.466767,CCC(CC)NCc1ncc(C)s1,13,1.0
-18.822943,-30.166342,9.282,CCCCCOC12CCCC1CCO2,14,3.0
4.211324,-40.988144,7.015,CCN(CC)C(=O)CC1(O)CCCCC1,15,2.0
-20.28106,-18.74352,5.421,C=CCC(C(C)=O)C(C)=O,10,1.0
0.96023786,-35.210423,9.336,N#CC1CCC(CC2CCC(C#N)CC2)CC1,17,3.0
-37.95106,-14.623431,7.176,CC1CN(C)C(C)CC1O,10,2.0
-17.742918,-30.871014,7.124,O=C1CCCCC(=O)OCCO1,12,2.0
-9.869114,-9.42878,8.661,C[PH](=O)OP(C)(C)=O,8,3.0
-25.1955,-28.282497,7.641,C#CC(C)(O)CCCC(C)(C)OCC,14,3.0
31.436005,22.423283,3.829,Nc1cc(O)nc(=S)n1Cc1ccccn1,16,0.0
24.867794,23.397617,4.035,c1c2c(cc3nsnc13)OCCO2,13,0.0
-6.8261576,-29.53171,5.418,CC1=CCC=C(C)C(C)=C1C,11,1.0
10.332105,10.307099,3.203,CC1=CC=C2C=CC=C2[CH][CH]1,11,0.0
-31.645657,6.3842115,8.212,CC1OC2CCCOC2CC1O,12,3.0
-8.18859,-12.100116,6.732,CCCSP1(=O)C(C)(C)C(C)C1(C)C,14,2.0
40.362278,-20.616913,3.317,CC(C)NC1=CC(=O)c2cccc(O)c2C1=O,17,0.0
-51.839355,7.657074,7.32,C=COCC(CC)CCCC,11,2.0
-27.446754,-15.310893,7.606,OCCN(CCO)C(O)(O)O,11,3.0
-42.948555,31.819206,8.855,CC1OC2OC12C,7,3.0
-50.62683,13.526742,8.806,CCOC1CCCCC1,9,3.0
7.060248,34.085033,5.434114,Fc1ccc(Cl)cc1NCc1ccco1,15,1.0
27.254274,-20.439835,5.236,CCOC(=O)Cn1ccc(O)nc1=O,14,1.0
-59.598335,4.8055825,7.916,C#CC(CC)OCOCCOC,12,3.0
1.3885238,-18.60666,5.004,CN(C)CC(CN(C)C)c1ccccn1,15,1.0
44.201176,1.7567524,3.02,C[N]C(=O)c1nc[nH]c1N=[N],11,0.0
-6.3354225,-11.759996,5.47,CCCCCCCCOC(=O)c1nc[nH]c1N,17,1.0
29.950808,9.019235,5.192,O=C(Cn1ccc(O)nc1=O)N1CCOCC1,17,1.0
-1.5973979,-16.109896,4.618,CCCCC(=O)C1=CC=CC1,11,1.0
-45.374226,9.689282,7.72,N#CCCOCC1CCCO1,11,3.0
40.14599,-20.302317,4.427292,Cc1cc(NCCCC(=O)O)ccc1[N+](=O)[O-],17,1.0
-47.974518,-6.492688,8.836,CC(C)OCCC1OCCO1,11,3.0
7.0765867,11.524109,4.585,C=Cc1cc(OC)c(OCC)cc1OC(C)C,17,1.0
-27.526367,-13.966254,7.725,CC(C)(CO)NC(=N)O,9,3.0
-59.005775,23.317469,8.104,CCC(N)CCCN,8,3.0
43.32933,-9.551587,4.528,Cc1c(C=O)c(=O)n(-c2ccccc2)n1C,16,1.0
-22.225899,3.8271365,8.966,OCC1COC2(CCCO2)O1,11,3.0
-44.76131,-3.7597656,6.28,CC(=O)CCOCC(C)C,10,2.0
-56.545845,30.935152,6.016437,COCCOC(=O)NS,9,2.0
-60.210392,7.45861,8.632,COCC(CO)(CO)CO,10,3.0
-40.049118,-33.12027,9.872,CCC(C)CCCC(C)CCC(C)CC,15,3.0
-10.400029,41.566994,4.465,CC1CSSC1,6,1.0
-4.3334994,35.876656,5.391,Cc1cccc(CCNN)c1,11,1.0
1.4233522,30.903318,6.376,NC(Cc1ccccc1)C(=O)O,12,2.0
-62.80773,28.484787,8.169,COCCP(=O)(O)O,8,3.0
6.2722116,35.23329,4.89,O=C(CCc1ccccc1)c1ccccc1,16,1.0
-23.864262,-28.762854,7.687,CC(C)CCCOC(=O)C1CC1,12,3.0
46.357147,-1.162576,4.264,CC(C)Nc1ncnc2cc(C(=O)O)ccc12,17,0.0
39.61025,-25.308823,5.311662,CC(C)C(C)N(C)C(=O)c1ccc(Cl)nc1,16,1.0
-5.029609,-4.017084,5.91,CCCCC1=CC1(C#N)[N+](=O)[O-],12,2.0
29.639458,-18.44954,2.31,C1=C2NO[S]3ONC(CC1)[C]23,11,0.0
-40.716736,28.759605,5.282,CC1=CC=CC1C,7,1.0
-61.498795,15.636573,7.834,CCCCC(CC)OC=O,10,3.0
25.491314,2.817007,3.576,O=C1COC(=O)C1=NNc1ccccc1,15,0.0
-1.9947643,35.4525,6.302,Cc1ccccc1CC(C)O,11,2.0
-57.877617,4.8220906,9.081,CCOC(OCC)C(C)CC,11,3.0
-50.988293,8.631702,8.626,CCCCCCC1COCCO1,12,3.0
22.893215,-12.745215,3.352,N=C(S)NNC1=C(N=O)CCCC1,13,0.0
3.8030207,8.381335,4.196,CCN(CC)Cc1csc(C=O)c1,13,0.0
-20.004635,13.541679,6.504,CCCCN=CN1CCCC1,11,2.0
-25.64477,-30.313494,7.502,CCCCCCCCC1(C)CCC(=O)O1,15,2.0
-4.985356,-34.339836,4.961,CCN(CC)CC(O)COCc1ccccc1,17,1.0
16.842514,-14.46629,2.928,O=C1C=CC(=O)C(N2CCC2)=C1,12,0.0
-6.4406137,14.550134,6.487,Cn1cnc(CC(=O)O)c1,10,2.0
-45.92562,26.267984,7.1,CCC=COC,6,2.0
-24.030142,-13.459736,8.827,CCOP1(=O)OCC(C)O1,10,3.0
-4.085032,-10.060785,5.799,CCC(O)CO[N+](=O)[O-],9,2.0
0.25121534,25.762901,5.214,O=c1nc(O)ccn1CCC(O)CCO,15,1.0
26.153902,-31.51668,4.694,CC1=CC(C2CC(O)C(CO)O2)C(=O)N=C1O,17,1.0
13.231437,-22.347578,4.648,CCCC(C)OC(=O)C=Cc1ccccc1,16,1.0
-5.0778527,15.799384,6.381,CC1(C)CCCc2ccccc21,12,2.0
-39.585342,23.989729,5.276,ON=CC1=CCCCC1,9,1.0
-47.704403,27.449686,8.395,CC1OCC1O,6,3.0
28.218418,18.377495,3.671,Cc1cc2c(cn1)C(=O)C=CC2=O,13,0.0
39.609215,24.225126,2.152,S=C1[CH]c2ccccc2[N]1,10,0.0
-17.77159,12.283201,6.31032,COCCNC(C)CCc1ccco1,14,2.0
-9.824384,-38.967796,7.061,CC1CCC(CC(N)C(=O)O)O1,12,2.0
38.141705,-23.289669,5.538,C[C]1[CH]CCC(C)C2CC(=C(C)C)CC12,15,1.0
24.137424,-31.213406,4.751,CCOC(=O)[C](C)[N][N][C](C)O,12,1.0
-57.04526,14.232079,8.066,CC(CN)CCCCCN,10,3.0
-18.165054,2.460598,7.617,ON1CN(O)C2CCCCC21,11,3.0
-50.468254,2.1204195,8.272,CC(CCN)CCCCCCN,12,3.0
47.236492,-20.769817,4.182,CC(C)(C=NO)N([O])[CH]c1ccncc1,15,0.0
2.8489153,39.59136,5.176,CN(Cc1cccnc1)N=O,11,1.0
14.411264,16.409529,4.523,Nc1ccc(SS(N)(=O)=O)cc1,12,1.0
-26.789625,-27.995739,7.861,CCCCCC1CC12OCC(C)(C)CO2,15,3.0
-5.011161,-13.155306,5.564728,CCCCN(C)C(=O)Cn1cc(N)cn1,15,1.0
-61.471725,30.597641,8.313,NCCNC(=O)O,7,3.0
40.082714,-9.521104,2.789,[NH]c1ccc([N][N]C2=C[CH]C=CC2)cc1,15,0.0
19.4304,27.907103,4.653,Cc1ncc(N)c(=N)[nH]1,9,1.0
-59.74817,34.837616,5.312,CCCO[N][O],6,1.0
26.44366,-20.125074,4.381,CNNC(=O)C(=O)n1ccnc1,12,0.0
7.7575397,13.659342,5.779698,COc1ccc(CCN(C)CC(=O)O)cc1,16,2.0
-56.238262,26.803804,7.276,COCCCN=C(C)O,9,2.0
-49.281612,26.28274,6.852,OCCSCOCSCCO,11,2.0
24.488503,11.359091,2.928,O=C1C=CC=C2Cc3ccccc3C=C12,15,0.0
-39.78526,-25.230959,8.215,CC(C)C1CCCCC1(O)CN,12,3.0
51.378582,-9.011809,3.129,O=C1[CH]C2=C(C=C1)[N]c1ccccc1O2,15,0.0
13.914655,17.206232,4.248,CC1=C2c3ccccc3CC(C)CC2C=C1,16,0.0
-7.138409,1.4065518,5.257,CCCCCCCOc1ccc(N)cc1OC,17,1.0
12.617165,-35.44346,4.996,CCCCOC(=O)CC1=CC(=O)OC1=O,15,1.0
-49.038506,29.173359,7.034,NCCSCCN,7,2.0
-21.536478,-23.031977,6.457,CC(C)(C)C1=NCCCC1,10,2.0
6.605497,-14.298593,6.716,NC12CN3CCN(CN(C3)C1)C2,12,2.0
-9.162803,-9.179233,6.259,CC[C](O)N=C([NH])O,8,2.0
-26.418142,6.950275,7.505,OC1=NC2CCCCCC12,10,2.0
32.614784,14.601318,4.24,COC(=O)c1ccc2c3c(cccc13)CC2,16,0.0
-17.610023,-34.601353,9.44,CC1C2CCCCC2CCC1C1CCCCC1,17,3.0
-5.2541604,-3.9811418,5.007,N=C(C(=O)O)c1ccccc1,11,1.0
18.281618,0.3480763,4.991,CCC(CC(=O)c1ccccc1)c1ccccc1,18,1.0
-12.992468,-26.126677,6.172,O=C1CCCCCN1C1=NCCCCC1,15,2.0
8.968018,-13.61009,5.608,CN(C)C1CC(=O)N(c2ccccc2)C1,15,1.0
-47.3415,23.777695,6.925,CC=CC1OC1C,7,2.0
48.066998,7.1632085,3.189,CCC1Nc2ccccc2C=C1[N+](=O)[O-],15,0.0
-51.918312,15.067954,9.772,CCCC1(C)CCC1,8,3.0
-8.793987,-42.333588,7.581,CCOC(=O)CCC(C)(OCC)OCC,15,3.0
-29.44408,-23.452362,8.068176,CCC(CCN)OC(C)CC(C)C,13,3.0
-5.2307305,14.652983,5.246,O=C1CCC2SC1CCC2=O,11,1.0
-11.202173,-16.377571,6.678,CCCCN=C(NC#N)NCCCC,14,2.0
38.164574,-24.076105,4.686,CC(C)C(=O)C(CCN(C)C)c1ccccn1,17,1.0
-34.344776,5.8946934,6.996,CS(=O)C(C)(C)CO,8,2.0
-28.668602,-29.21564,8.964,CCCCCCCCCCS([O])([O])OC,15,3.0
-27.775621,-24.87797,7.105,CCCCC(CC)CN=C(O)CC(C)O,15,2.0
23.368368,-24.202145,6.191,COC(=O)C(C)C1(O)C=CC2C3C=CC(C3)C21,17,2.0
1.4483418,-28.119072,4.261,CC(=CC=C(C)C(=O)O)C(=O)O,12,0.0
15.821869,25.364985,6.321,COC1(c2ccccc2)CCCCCC1=NO,17,2.0
-26.093563,-11.591326,6.836,CC(CCC(=O)O)=NO,9,2.0
-18.569553,12.442455,6.705,O=C(O)CC1=CCCC1,9,2.0
13.868672,32.37004,4.678,Cc1ccc2ccc(C)c(C)c2c1,13,1.0
23.183088,-35.30477,7.157,CC1(C)OC(=O)N(CCC(=N)O)C1(C)O,15,2.0
-18.244427,-26.646221,8.027,CC(C)N1CCN(CCO)CC1,12,3.0
12.938976,26.63904,3.625,CSc1ccc(C=CC(C)=O)s1,12,0.0
-0.97684914,14.738518,6.482,CC(C)C1(c2ccccc2)CC1,12,2.0
-61.13079,9.809988,6.909,CC(CC(C)C)=NO,8,2.0
-9.215144,41.25387,6.563,Cn1ccc(CO)c1,8,2.0
41.311596,-17.876543,3.614,CCN1C(=O)C(=Cc2ccn(C)n2)NC1=S,16,0.0
-28.760275,7.2874846,8.71,OCC12CCC(CC1)CC2,10,3.0
-7.0526795,43.856663,3.638,O=NSCc1ccco1,9,0.0
47.208,-7.1691623,4.065,CC(O)=Nc1cc([N+](=O)[O-])c(C)cc1C,15,0.0
17.836908,28.648188,5.592,COc1ccc2c(c1)C(C)(C)N(C)CC2,15,1.0
19.822252,-17.88536,4.699,O=C(O)CCN1C(=O)C=CC1=O,12,1.0
0.7865037,11.679523,6.457262,CCc1nc(C(C)(C)C)c(CC)[nH]1,13,2.0
-31.974138,7.2459483,6.7,O=C1CCCCC=CCCO1,11,2.0
42.159798,-11.970299,5.206,Cn1c(=O)c2nc(NN)[nH]c2n(C)c1=O,15,1.0
41.27942,-13.256119,3.521,Cc1no[nH]c1=NC(=O)CN1CCN(C)CC1,17,0.0
41.797775,-1.6460173,3.393,[CH]1CC[C]2CCc3cccc4ccc1c2c34,16,0.0
14.005634,-36.26908,5.589,CC[C](O)[N][N][C](C)C,9,1.0
-4.8992143,-26.398611,5.203,CC(=O)C=CC1CC2C=CC1C2,12,1.0
31.623167,32.204197,3.812,COc1ccccc1C[N]C1=N[N]NN1,15,0.0
29.447168,8.58426,3.578,CSC1=NC(=Cc2ccccc2)C(=O)S1,15,0.0
29.097305,-11.052243,3.63,O=C1C=C(NN=C(O)c2cccnc2)CCC1,17,0.0
-31.701591,-27.774332,8.398,CC(C)C(O)(C#N)C(C)C,10,3.0
-31.055954,-26.349644,7.094,CC(C)P(C(C)C)C(C)(C)C,11,2.0
-8.757357,-41.331814,9.625,CC1CCC(CC(C)C2CCC(C)CC2)CC1,17,3.0
-43.24954,-28.295948,9.2,CCCC1CC1CCC1CCCCC1,14,3.0
9.585421,30.238943,4.836,C(=Cc1ccccc1)COc1ccccc1,16,1.0
-2.7282023,40.674427,4.637,Cc1csc(=S)n1C,8,1.0
-27.188755,-22.998142,7.374,CCOCCC(=O)OCCC(C)OC,14,2.0
57.188263,-18.93408,4.452,CCOC(=O)CC(=O)c1ccc([N+](=O)[O-])cc1,17,1.0
27.873425,8.2166815,5.793304,COc1cccc(OC)c1C(=O)N1CC(N)C1,17,2.0
45.76034,-18.476818,4.166,CN1C(=N)NC2=C3C=CC(O)N=C3C=CC21,16,0.0
-23.658632,-29.078535,5.573,CCCCCCCCS(=O)CC(=O)OC,15,1.0
-31.502087,-5.22268,6.637,CN(C)C=NC1CCCCC1,11,2.0
28.88288,-7.789617,3.211,Cc1cccc(C(=O)CN2C=CN(C)C2)c1,16,0.0
-47.708267,-0.69756764,7.557,CN(C)CC(C)(C)CN,9,3.0
0.14857581,23.663055,5.679,C#CCSc1nnc(O)n1C1CCCCC1,16,1.0
-41.50523,-26.372435,7.685,CCC(C)CCCCC(=O)O,11,3.0
1.5114684,26.188082,5.429,CN=C(N)c1ccc(N)cc1,11,1.0
-47.05807,8.985703,6.871,C1=CCCCCC=CC1,9,2.0
14.50912,32.02979,4.738,Cc1ccc2cccc(CC(C)C)c2c1,15,1.0
4.6055803,12.2040415,6.108956,Cc1cc(C2CC2)cc(Cl)c1C(C)C,14,2.0
-8.467219,42.287876,5.587,O=c1cc1CO,6,1.0
-2.4452815,4.4290133,5.919,CCN(CC)CCn1cnc(C#N)c1N,15,2.0
-1.9620265,-6.858943,5.679016,COCCCNC(=O)Cn1nc(C)c(N)c1C,17,1.0
12.388498,-12.335004,3.644,CN(CC(=O)c1cccs1)C1CCCCC1,16,0.0
19.491894,6.6930876,4.781,CC1(C)N=Nc2ccccc21,11,1.0
-33.433876,10.999971,6.044,COCCC1CCCCC1=O,11,2.0
18.768524,-13.088896,3.328,[O][N]C1=C(NO)C2CCC1CC2,12,0.0
-49.877853,14.288943,8.485,CC1OCCC1(C)C,8,3.0
-60.807816,23.97834,8.776,CC(ON)C(C)ON,8,3.0
-45.786217,-4.957847,9.081,C1OCC(C2OCCO2)O1,10,3.0
-41.36683,14.441955,6.223,CCCC=CC(=O)OC,9,2.0
-50.389824,8.873105,7.519,C=CC(C)(CC)CC,8,2.0
-10.737892,-30.621927,7.353,C=CC1CCC2C(C=C)CCC12,12,2.0
-23.605059,-39.11342,9.432,CCCC(C)(CC(C)(C)C)C(C)CC,14,3.0
-3.3224995,-2.9483383,4.451783,O=C(CCl)Nc1sccc1C(=O)O,13,1.0
-33.9252,11.055511,6.944,C=C1CCC(C#N)C1,8,2.0
30.912676,7.820147,4.332,CCC1(C)Nc2cccc3cccc(c23)N1,16,0.0
-52.71414,5.9947047,8.71,CCCCCCCCCC(N)O,12,3.0
-49.551987,7.537294,9.04,CCCCC1(CC)CC1CC,11,3.0
3.661784,17.855698,5.889,Cc1cc(O)cc(C(C)C)c1,11,2.0
25.698626,37.25003,4.721,O=c1oc2ccccc2c2ccccc12,15,1.0
42.030926,-9.3672285,3.309,O=C1C=C(O)c2cc3c(O)cccc3cc2C1=O,18,0.0
7.6132784,-13.788253,6.27,CCC(=O)Oc1cc(C(C)C)ccc1C,15,2.0
9.351862,15.679784,5.178,Cc1ccc(C(=O)C2CCC2)cc1,13,1.0
-61.28593,29.464643,9.315,OCCOC(O)O,7,3.0
-26.003534,-36.955475,9.657,CCC(CC)C(C)CC(C)(CC)CC,14,3.0
-45.041447,0.63544124,8.705,CC(O)COC1CCCCC1,11,3.0
54.387794,-15.764891,3.004,O=C1C=CC2=NC3=C[CH]C(O)=C[C]3NC2=C1,16,0.0
6.642768,9.132565,5.246,O=C(O)C1CSC(c2ccncc2)N1,14,1.0
34.38311,18.442661,3.314,OCc1ccc2c(c1)N=C1NC=CN=C1S2,16,0.0
-33.01276,-5.222562,6.83,CCCC1CCC(=NO)CC1,11,2.0
-34.13407,7.4656987,7.799,CC1CNCC(C)(C)N1,9,3.0
-37.33408,-13.95242,7.453,CCCN=C(O)C(CC)CC,11,2.0
4.776691,-17.03073,5.219144,Cn1c(C(=O)NCCO)cc(Cl)c1Cl,14,1.0
51.137947,-16.953209,4.207,O=[N+]([O-])c1ccc(O)c(CNCCO)c1,15,0.0
-46.21082,-1.5111654,7.791,CC1CCCC(C)N1CCO,11,3.0
-2.6624117,25.650023,5.35,CC(O)=Nc1ccccc1O,11,1.0
13.620785,35.942707,3.382,S=Cc1ccc(Oc2ccon2)cc1,14,0.0
-55.716137,8.029702,8.504,CCCCC(CC)C(N)O,10,3.0
14.418522,34.35047,5.382412,Nc1ccc2c(c1)CC(N)C2CCF,14,1.0
-38.925472,-29.471804,9.532,CCCC(C)(C)CC(C)(C)CC,12,3.0
-53.19927,5.1419063,7.687,CCCCCCCCC(N)CO,12,3.0
5.9341025,11.439617,5.646362,CC(=O)Cc1cc(CN)cc(CN)c1,14,1.0
34.426605,22.022478,4.166,Cc1[nH]oc2ncnc(=O)c1-2,11,0.0
-52.735184,27.352612,7.785,COCC1CCCN1C,9,3.0
1.69373,16.96188,5.325,C(#CC1CC2CCC1C2)c1ccccc1,15,1.0
-0.5311847,-5.360482,4.840905,CC(C)C(C)N(C)Cc1ccc(C#N)cc1,16,1.0
-33.13933,-17.701094,9.249,CCC(C)(C)C(O)(O)O,9,3.0
-39.105183,-32.046925,9.619,CCC(CC)CCCC(C)(C)C(C)C,14,3.0
-47.026123,0.15851323,7.799,CCCNC(C)(C)C(C)C,10,3.0
-24.546345,-38.64761,6.923,CCCCC=CCCC=CCCCCCCO,17,2.0
0.10843051,-4.816388,3.361,CCC1=CC=C[CH][CH][CH][CH]P1,11,0.0
12.583419,26.359934,4.052,CN(C)c1ccc(N(C)C)nn1,12,0.0
51.767586,-7.6712837,2.955,CCN1[N]N([C](C#N)C#N)c2ccccc21,16,0.0
45.401787,11.219157,3.086,COc1ccc(N)cc1C[N]C1=N[N]NN1C,17,0.0
30.285534,1.4557093,3.459,[CH]1C=CN=C1[N]Nc1ccccc1,13,0.0
21.269499,12.297236,3.132,Cc1ccc(N[N]C=N[O])cc1,12,0.0
39.73788,-9.362242,4.332,CC(=O)c1cccc(N[C]2[N]CC(C)S2)c1,16,0.0
31.851336,22.18004,4.190553,Cc1c(F)nc2c(N)c(F)ccc2c1F,15,0.0
-46.8185,32.897633,5.84,S=C=NCOCN=C=S,9,2.0
-4.170658,-39.401814,6.651,CCOC(=O)CC(C)CCC=C(C)C,14,2.0
-3.1949947,-7.6457033,4.659,CC(C)(C)C(=O)c1ccc(O)c(O)c1,14,1.0
-8.349485,24.74384,4.86,CCCCCCc1cccc([N+](=O)[O-])c1,15,1.0
-47.589283,23.437647,7.968,CC1(N)CCCC1O,8,3.0
24.56967,21.22791,3.709,Cc1ccc(C=CC(=O)c2cccnc2)o1,16,0.0
-39.478577,28.239403,5.181,C=CC=C1CCCC1,8,1.0
-23.02039,-16.251646,8.335,CC(C)C(N)P(=O)(O)O,9,3.0
-11.061846,-10.42389,7.173,CC(C)(C)N1CCC1[C]([NH])O,11,2.0
-21.76656,-23.73703,6.944,C#CC(C)CC(N)C(=O)O,10,2.0
-38.273838,10.618447,5.391,C=CC=CC(C)C=C,8,1.0
-60.72596,8.314799,8.523,CCC(COCCOC)OC,11,3.0
-20.908552,-23.88507,4.683,C=C(CCC=C(C)C)C(C)=O,11,1.0
-62.39627,19.220404,7.717,CN(C)CCCCON,9,3.0
3.951184,39.495495,4.204,Cc1ccc(C)c2nonc12,11,0.0
44.82325,15.521073,3.842,N=c1[nH]c(Cn2nnc3ccccc32)cs1,16,0.0
2.746823,-31.635479,6.797,CCN1CCN(C(=O)C2CCCC2)CC1,15,2.0
-8.969603,25.866955,3.35,C=C(N=O)c1ccccc1,10,0.0
-32.464558,8.113413,6.844,CC1=CCC=C(C)C1,8,2.0
-41.697784,32.397087,5.608,C=CC1SC=CCS1,8,1.0
41.20018,16.862783,4.387,Nc1ccc2c(c1)C(O)c1cccc(N)c1-2,16,1.0
29.263144,16.304377,3.562,NN=C(O)c1cc(=O)n2ccsc2n1,14,0.0
-23.516144,-35.704903,9.717,CCC1(C(C)C)CCC(C)CC1,12,3.0
-12.603835,-34.021946,8.577,CC12CCC(C)(C(O)C1)C2(C)C,12,3.0
6.484215,-13.9841795,6.138888,Cc1nn(C)c(OCCCN(C)C)c1C#N,16,2.0
31.588333,-1.4448673,4.792,O=P(O)(O)C(O)c1ccc2ccccc2c1,16,1.0
28.56142,30.701643,2.925,CCc1ccc2ccc(O)c(N=O)c2c1,15,0.0
-11.431469,11.815273,6.397,CC(O)C(Cc1ccccc1)C(=O)O,14,2.0
53.145897,-10.629044,3.48,O=[N+]([O-])c1ccc(C=Nc2ccccc2)o1,16,0.0
-32.532204,-5.625526,6.547,CC(C)(C)NC(=N)S,8,2.0
29.376152,37.85189,4.022,O=c1c2cncnc2sc2nccn12,14,0.0
-32.777985,-6.0593433,7.336,CC(=O)OC1COCC1O,10,2.0
10.211491,38.99665,4.191,OCCSc1cccc2cccnc12,14,0.0
0.6670168,-16.006205,7.81,[NH][C](O)C1(O)CCCCC1,10,3.0
58.244198,-8.045436,3.366,N#CC(=Cc1ccco1)c1nc2ccccc2[nH]1,18,0.0
-27.950165,-28.910393,7.187,CCN=C(O)C(CC)C(C)CC,12,2.0
