SMILES,des_gap,pred_gap,Err_pred_des,tsne1,tsne2,SMILES_HA,gap_group
CCC(C)CCN(C)CC1CCCC1C,8.335,7.685177,0.0779631854390841,-49.549755,-5.097568,15,2.0
CCC1CCCCCCOCCC(CO)C1,8.531,8.20561,0.0381420378304355,-41.957447,-15.673969,16,3.0
CCC=CCCC1(C(C)CCCCC)CC1,6.286,7.6671405,0.2197169080267581,-7.595684,3.6667578,16,2.0
CCCCCN1COCCC(C)OCC1O,8.414,8.12343,0.0345340798579515,-13.259561,-6.952916,16,3.0
CCC1(CC(C)CC(CCOCO)OO)CC1,8.855,8.370443,0.0547212485470118,-47.04316,7.789657,17,3.0
CC1CCCC2CCNC(C(C)CC2)C(N)CC(C)NN1,9.559,8.031773,0.1597685308583124,-4.5293345,41.355045,21,3.0
COCC(CC(C)=CCC(C)OC)C1(C)CC1,7.638,7.377544,0.0341000358419725,-5.009957,40.361874,17,2.0
CCC(CC(C)(CO)C(CC)CO)C(C)C,10.03,8.867822,0.115870219997965,-3.4087682,44.16114,16,3.0
CCCC(N)C(CC=O)CC1CC(CO)OC1(C)C,5.094,7.729202,0.5173148397468893,5.2020903,43.22834,19,2.0
CCCC(C)CCC(C)C(N)COCC,9.247,7.94712,0.1405731383511681,-38.44443,-29.213902,15,3.0
C=C1NCC(C)CCCCCC1C,9.015,6.761181,0.2500076674780314,-34.390587,-10.541692,13,2.0
OCC1CC2CC1CC2C(CO)CO,8.417,8.553093,0.0161688198340226,0.70957315,-23.034967,14,3.0
C=C1N(C(C)C)CCC1(C)CC,4.577,6.117181,0.336504440524314,11.943379,-0.51245123,12,2.0
CCC(C)C(C)C(CC=O)NO,7.929,6.398497,0.1930259673798997,-38.44007,-4.569471,12,2.0
CCCCCC(C)OC(C)C(C)CNC,8.183,8.152595,0.0037156829591573,-38.853817,-5.7766366,15,3.0
C=C1CCCC2(CCCCC2CC)N1,7.331,6.5968294,0.1001460354156765,11.406656,-4.137492,14,2.0
CC(CCCC(C)OCCCO)OO,9.505,8.482441,0.107581173226057,-48.814995,11.167948,14,3.0
C=C(O)C(CCNN)CC(O)CO,6.517,7.687785,0.1796509358018421,-32.723633,12.844473,13,2.0
COCC(CO)OCC(C)(C)C(C)(C)C,9.26,8.922772,0.0364176665732463,-38.139454,25.14057,15,3.0
CCOC(CC(C)C)C(C)CC(O)C(C)O,7.14,8.54803,0.1972030671704717,-9.207515,35.111412,16,3.0
CC1CC(CO)CC(=CO)OCC1ON,7.32,7.524408,0.0279245715323692,0.37456635,24.908657,15,2.0
CC=CC=CC1CCCCCCCC1C,4.751,6.1921678,0.3033398776976742,-8.2837715,3.4576237,15,2.0
CCCC(CCC)C1CCNNCCC(O)O1,8.095,8.812965,0.088692451274417,1.031466,23.726522,17,3.0
C=[PH](CC(C)CCCCCCCO)OC,9.655,7.309527,0.2429283355444221,-40.013523,15.7106495,15,2.0
CC(C)CCOCC#CCCCC1CCC1,9.26,7.8930497,0.1476188210637729,-43.20121,-9.761288,16,3.0
COCCCOCOC(CO)C1CCC1O,7.638,8.286374,0.0848879408355657,-21.318419,-3.6960955,16,3.0
CCOC(=O)CCC1(CC(C)OC)CO1,6.387,7.5327373,0.1793858235629303,-13.835437,31.437294,15,2.0
CC1COCC2CC1C1CC1OO2,7.339,8.779511,0.1962817075515998,-7.63977,36.33172,13,3.0
CCCC(C(C)CCOO)C(CC)CC,9.505,8.058974,0.1521331650655186,-35.68881,-29.980093,15,3.0
CCCC(C)(CCOC)C1C(C)C1(C)CC,9.263,8.67695,0.0632677907036689,-28.009575,15.504126,16,3.0
CC(O)CCOCC1CC1(C)C,6.362,8.701257,0.3676920389836781,-23.53288,1.5942004,12,3.0
CCCCOCCCCCCNOC,9.056,8.114749,0.1039367320259551,-18.561794,-41.6803,14,3.0
CCOC(CO)CC(CCO)OCCC(C)C,7.565,8.696467,0.1495660805812514,-49.33055,5.119907,17,3.0
CCCCC(=NCOC)OC,7.14,6.7958636,0.0481983713743065,-19.820538,-34.576275,11,2.0
CC1C(O)NC(C=C=O)C1CO,6.215,6.36448,0.0240514913299634,-3.5320907,18.906687,12,2.0
CC1CCOCC12CN(C)C2=O,6.694,6.72132,0.0040812895552307,8.389865,5.188849,12,2.0
CCOCC=C(C)COCC(O)CCO,4.928,6.312112,0.2808668536025208,-32.790524,2.157416,15,2.0
CC1CC(O)C(C)C2C(C)OC2C1,2.876,8.169886,1.8407112779471408,-3.2864506,18.416313,13,3.0
C=CCC(CCS)CCCCCC1CC1,3.78,6.497004,0.7187841354854524,2.3822958,-9.301124,15,2.0
CCC(C)COOOPC(C)OC=O,3.81,7.4224653,0.9481536284519304,9.45774,21.790325,14,2.0
CCCCC12CCCOC(C=O)C1C2CC,6.346,6.504803,0.0250241381491616,-16.54619,9.578841,16,2.0
CCCC1C(CCNC)OOC1OC,9.075,6.659656,0.2661536035458903,-13.328819,-20.466793,14,2.0
CCCCNCCCC(C)CCC(C)CC,8.906,8.109758,0.0894050778042673,-37.902294,-22.589184,16,3.0
CCC1CCCCCOCC(C)CC1,8.3,8.33859,0.0046493576233644,-40.44533,4.1608267,14,3.0
CCCCC1CC(CCCCC=N)CC1C,6.436,7.310943,0.1359451719512844,-5.566172,2.168272,16,2.0
CCC(C)NCCON1CCC(C)N(C)C1(C)N,7.568,8.083605,0.0681295999764892,8.520794,5.2942224,18,3.0
CN=CCCCC1C=CC2CCCCCCCC12,4.977,6.465641,0.2991040831280923,-2.1941898,20.52589,18,2.0
CCCCC1C(C)CNC2CCC2C1(N)O,4.133,7.185355,0.7385325880625218,16.822683,27.341475,16,2.0
CCC1CCCCC(CNCCC(N)O)C(OC)C1,7.14,8.308156,0.1636072848023487,-6.5147233,12.686504,19,3.0
CCCC1C(CC)CCNCNNCC1CO,9.01,6.7384195,0.2521176989149968,-27.678932,19.862106,17,2.0
CCCOC(N)(C=CC(C)CCC)CCO,6.338,7.2930784,0.1506908208498558,-21.734194,-4.8648887,16,2.0
CCC(C)(CCCO)CCC(CO)OO,8.49,8.725452,0.0277329120254067,-47.470406,13.619845,15,3.0
CC(O)=C1CC2CCCC(CCC1C)CC(O)C2,8.656,6.648435,0.231927551315364,4.3392186,40.439663,18,2.0
CCC1=CC(CCC(C)(C)C)CCC1,6.416,6.50801,0.0143406967867044,-0.89243615,-0.14008214,14,2.0
C=C1CC(OCCCCCC(C)C(O)OC)C1,8.417,7.5608706,0.1017143106296281,-18.376005,-16.985151,17,2.0
CCC1CCCCOCC(C)CCCN1,7.894,7.6880374,0.026091031735838,-44.242344,3.998043,15,2.0
CC(O)CC1OCCCC1C,8.64,8.5899315,0.0057949666623716,-16.254416,-33.734234,11,3.0
CC(CCO)CCCC(C)C(C)CO,7.266,8.891658,0.2237349063149832,-39.380882,2.5107403,14,3.0
CC1C2CN2C1C1CCCCCCO1,9.26,8.439574,0.0885988939915568,-2.9544983,-14.408357,14,3.0
C=C1C(=C)C(OC)CCNOCOC1O,5.309,6.5418386,0.2322167349661063,-0.7766608,36.808956,15,2.0
CCN1CC2C3CCCC(CC21)N3,6.169,7.63644,0.2378732047758877,23.544914,-21.655119,13,2.0
CC1=C(COO)C(C)CCC1C,6.844,6.302867,0.0790667832071916,-12.871254,17.033052,12,2.0
CCC1C(O)OC2CCNC(C)=CC21,9.603,6.3103504,0.3428771823293949,-22.057571,16.054996,14,2.0
CCCCNNCC(C)C1CC1NCCN,8.202,7.1545134,0.1277111242294776,-37.41831,11.873394,16,2.0
CC1COC(CCCN)C1OCCO,9.26,8.437572,0.0888151700244351,-5.540206,-13.178413,14,3.0
CC=CC(=N)OCCCC(CC)CCC(C)C,9.023,6.4800057,0.2818346734878216,-36.86195,14.9152,17,2.0
CCCC(OCCCCOC)C(C)COCC,7.236,8.78925,0.2146559388944627,-34.438244,-24.94268,17,3.0
CCCOC(OC)C(O)C(CCCC(C)C)C(C)OO,7.089,8.525262,0.2026042994734496,4.7124934,45.923103,20,3.0
COC(COS)C1CC1CN,6.651,6.7865305,0.0203774612373991,1.082628,-26.96675,11,2.0
CONC1(C)SCCC(C(=O)O)C1(O)OO,5.9811,7.2675796,0.2150907952569719,13.599773,34.34987,16,2.0
CCCC(COC)OC(CC)CCC(C)CCOC,9.361,8.287265,0.1147030419919267,-32.569202,16.860804,19,3.0
CCOCNC(COC)NC(N)=O,7.434,7.821092,0.05207050427141,-32.14195,11.436309,13,3.0
COCC(C)CCCOC(C)COOO,9.9,8.439143,0.1475612948639224,-22.024452,-39.344875,15,3.0
CCNC1CCC1CC(O)O,8.259,7.206822,0.1273977577808998,5.643606,-21.609709,11,2.0
CC#CCCNCCCCCCC(CO)CCCC,5.083,7.567976,0.4888797949881575,-9.014142,34.537354,19,2.0
CCC1=CC2CC(COCCCC=O)C12,6.199,6.033965,0.0266228245235023,17.598394,24.614326,15,2.0
OC1CCOCOCC1O,7.804,7.175313,0.0805595853523008,-5.424137,-39.35202,10,2.0
CC1CCC(C(=N)O)CC(O)C1CO,9.853,7.431616,0.2457509561080104,-37.629868,-5.2363873,14,2.0
C=C(CC)C1CCCOCCC1C,7.622,7.4098835,0.0278295068032658,-42.20004,-14.621765,13,2.0
C#CCC1C2(CC#CCCC2C)C12CC2CC,8.757,7.7243094,0.1179274358310505,-28.940413,17.931122,17,2.0
CCCCC1(CC)OC2CCCCC21,8.855,8.71006,0.016368140075787,-39.23016,-20.297464,14,3.0
CC1(C)CCCCCN(OCO)CCC1,8.177,7.8053117,0.0454553406090145,-46.6831,8.958138,15,3.0
CNC(O)OOCCC1CC1[O],9.641,6.8286066,0.2917117928088595,9.397167,-9.802769,12,2.0
CC1N=NNCCCNCCCCOCCS1,5.0912,6.0444856,0.1872418229494509,1.9308615,12.602325,17,2.0
C#CCCC1CCCCCC(CNCCCC)C1,9.878,7.957016,0.1944709464252948,-47.400723,-17.584038,18,3.0
CC1CCCC=CCCC(=O)CO1,4.787,6.5272794,0.3635427986178489,-11.050595,18.34187,13,2.0
CCCCOOC(O)CCC(C)(C)C,9.14,8.640603,0.0546386142789144,-38.7725,16.07799,14,3.0
C=C(CC(C)OCC)C(C)CCC,8.376,7.1724367,0.1436918918132326,-49.3464,11.840414,13,2.0
CNC1CCCC(C=C(C)O)C1,5.32,6.5658145,0.2341756569711784,4.4965134,-24.4247,12,2.0
CCC(C)C(C)CC(OC)OCO,8.651,8.774035,0.0142221077096736,-8.038566,-35.71013,13,3.0
CCOCC=CCCCCCCOCC(=CO)COC,7.451,6.667849,0.1051068227253668,-36.305553,24.276829,20,2.0
COC(O)CCCCC(C)CO,9.554,7.9293365,0.1700506020670334,-30.463278,-26.897781,12,3.0
CCCC(C)CC(CC)OC,8.664,7.3966923,0.1462728213295271,-17.85456,-41.607044,11,2.0
CCCCC(C)CCC(C)CCCOC,6.523,8.739639,0.3398189916030297,-45.896584,5.555281,15,3.0
C=C(CO)CCC(O)OC,6.765,6.492591,0.0402674199207922,-36.826656,-22.627132,10,2.0
CCC(O)CCCCCCOCCC(C)C,8.866,7.568785,0.1463134231240384,-42.75206,-21.526121,16,2.0
CC(C)C1NCCC(N)OC(CO)N1,6.857,7.953941,0.1599738760941644,-0.3280319,25.685438,14,3.0
COC1CCOOCC(C)CNCCCC1C,9.897,7.068263,0.2858176160559722,-45.245827,14.34335,17,2.0
CCCC(CC(CC)CCCC1CC1CCC)OC,7.657,8.687403,0.1345700307195672,-43.205803,6.9206142,19,3.0
CCCC(CC)CC(C)COC(C)CO,8.776,8.871763,0.0109119450057107,-37.36205,-28.97173,15,3.0
CC1CN(C(CC=O)NNCCNCCNN)CCNN1,5.407,7.0666375,0.3069423924582445,18.107073,26.877438,21,2.0
CCC(NP)[PH](C)(CC)OPOO,7.249,8.123823,0.1206819100418754,-14.349914,-13.119586,13,3.0
CC1CC2CC12CCCCNO,8.444,8.257368,0.022102310780607,3.9009352,-26.168016,12,3.0
CCCCCCCC(N)CNN(C)CO,5.57,8.384343,0.5052680695292336,-22.711546,17.085041,15,3.0
CNNCCCc1ccccc1OCCPC,6.397,6.0072975,0.0609195691935062,34.190918,-19.157047,17,2.0
CNCC1CC(CN)NC(C)=CC=N1,5.987,6.066544,0.0132861292698714,14.053585,-17.384602,14,2.0
C=C(C)COC=CC(CC)COC(CCO)COC,7.633,6.8694577,0.1000317409000124,-12.527037,31.601112,19,2.0
C#CCOCCCCC(C)CC(C)C,7.44,8.108158,0.0898061977919711,-15.0628805,-23.840286,14,3.0
C#CCNCCCC1C(O)C1OC,7.717,7.847088,0.0168573098493484,-17.766054,-17.650932,13,3.0
CCC=CC(CC)OCCC(C)CC,8.278,7.4103665,0.1048119672400619,-36.422577,14.162332,14,2.0
C=C1COCC1CCC1CC(C)OC(O)C1,5.894,6.226744,0.0564547293785672,25.25693,11.625971,16,2.0
CCCCOCCCCCC(CCCO)PC,8.656,7.774805,0.1018016325127396,-33.2648,-36.068813,17,3.0
C1=NN1CC1CCN1,5.097,7.370186,0.4459850602414715,1.7596834,-38.11525,8,2.0
CC1C(CO)C(=C(O)CO)C1C(C)(C)C,6.675,7.0390286,0.0545361265261075,-2.3360357,32.88094,15,2.0
O=C=NNCCCOCC1OC1C1CO1,6.506,6.437042,0.0105991029314287,13.311319,8.882192,15,2.0
CC(=N)C(C)CC(CO)CCO,8.577,7.064976,0.1762881875524602,-41.695545,19.166044,12,2.0
C=CC(C)OCCCC(C)CC,9.521,6.407149,0.3270508520068047,-37.153194,-31.630001,12,2.0
CCCCCCCCCCCCCCCC,9.442,7.775506,0.176497985639453,-29.129559,-36.648716,16,3.0
CC(C)CCCCCC1(C)C=CCC(C)C1,7.668,7.395407,0.035549400122637,-35.81721,16.030815,16,2.0
CCCC(CCCCC1(C)CC1)N1CCCC1C(=O)O,7.568,7.821572,0.033505791085467,16.598932,43.332054,20,3.0
CCCCCCCC,8.259,8.045381,0.0258650451209358,-6.212025,-45.06245,8,3.0
CSCCC(C)C=N,5.584,6.3000755,0.12823702202827,0.21333423,-41.61517,8,2.0
CC1(CCC2CC2COCOC(=O)O)OC1CO,7.23,8.205534,0.1349286281221634,14.917026,30.472511,18,3.0
CCCCC(CCCC(C)C)C(O)C1CC=C1CO,6.455,7.319745,0.1339651531807495,-14.647208,27.095991,19,2.0
CCCC(C)CC(O)C(C)C=O,7.236,7.5425835,0.0423691909309248,-45.48784,8.888956,12,2.0
CCC(N)C1CNCC(OCCOO)N(CO)CCO1,7.159,8.033874,0.1222061123123947,18.134027,36.063004,20,3.0
C=CCC(C)(CC(C)CC)OCC,9.505,7.7097535,0.1888739070661566,-38.37725,-28.96004,13,2.0
CCC(C)(C)CCC1CNNCC1C,8.259,7.605918,0.0790751991036412,-36.09594,-14.345937,14,2.0
CNCC1NCCCCC1CC1CCCC1,8.542,7.6704226,0.102034353311155,-14.596629,-20.05439,16,2.0
CCCC(O)CCCC(O)CC=O,8.577,7.1257877,0.1691981188078172,-47.963284,7.9399557,13,2.0
C=C1CCCC1CNCC(O)SOC,4.147,6.346141,0.5302968076950157,23.3871,12.186348,14,2.0
C=CCCOCC(=CNC(O)ON)CC,4.7865,6.8741994,0.4361640844899982,-6.012725,-31.751188,15,2.0
CONC1(SCCNNCC=O)CCC1C(C)N,5.856,7.2550716,0.2389125068331025,21.588036,23.439644,18,2.0
C=CCCCCC(O)N1CCCCCC1NCC(C)CCC,6.817,6.9941216,0.0259823311594061,17.944172,40.370964,22,2.0
CCCO,5.567,8.360353,0.5017699784172144,1.8557254,-39.698067,4,3.0
CCCCNCCC(C)CCC=O,8.095,6.268948,0.2255777543970948,-34.6,4.2884693,13,2.0
CCNCCCCCCCNCCSC#N,3.167,6.130116,0.9356223510800006,0.8970498,-27.383408,16,2.0
CCCC(C)OCCC(N)C(O)CN,9.208,8.059255,0.12475514266928,-35.580517,8.815121,14,3.0
CNC(C)CC1CCN(C)CC(N)CC(O)NN1,4.348,7.3399124,0.6881123308534456,15.380766,40.286102,18,2.0
CC1=CCCC2CCCC(C)[SH]12,6.0545,6.9741416,0.1518938967293422,-10.495803,2.3945475,12,2.0
CCC(CC)CCCCOOCC(=O)OC,7.959,6.8652935,0.1374175772323636,-28.23049,14.64717,16,2.0
CCC(NC)OCC1OC1=CCC1CC1CC,5.72,6.7377462,0.1779276641098769,6.935699,20.645393,17,2.0
C#CC(C(CC)COO)C(O)C(CC)CCC(C)C,8.259,7.786776,0.0571768899592667,9.83193,40.33817,19,3.0
C#CCOC1CCC(C)(CCCCCCCC)C1,8.708,8.125854,0.0668519133540212,-22.760082,13.890636,18,3.0
C#CC1CCCCCCC(NCN)C1C,7.929,7.220243,0.0893879458768654,-6.7559705,-15.177389,15,2.0
C#CCC(C#CC)CCC(C)(C)C,8.604,6.575547,0.2357569481261326,-24.774199,-36.77806,13,2.0
CCCCC1CCCC(C(C)F)O1,8.887,8.802451,0.0095137691315374,-17.65795,-19.408352,13,3.0
C=C(C)CCCCCCCCCCCCCC,4.999,7.113521,0.4229888175816316,-24.640898,-1.4337511,17,2.0
CCCC1CCC(CN)C2CCCSSC12,4.904,6.6593885,0.3579503552559733,1.6546086,6.896709,16,2.0
C=C(O)CC(CS)CC(C)CO,5.225,6.6042604,0.2639732908404045,-31.41027,7.935749,12,2.0
CCOC(O)C(C)NCCC(C)C,6.795,7.9239125,0.1661387086353203,-25.467445,22.24154,13,3.0
C#CC(N)(COCn1cccc1N)NCCCN,5.053,6.9366364,0.3727758654079743,29.566109,18.075327,18,2.0
CCOC(CCN)OC(C)CCCOC,4.626,8.628541,0.8652271925501115,-9.119365,36.966064,15,3.0
CCCCC1CCOCC2CCC(C)C(C)OCC2(C)C1,9.266,8.731878,0.0576431814548188,-7.226945,37.324005,21,3.0
CC=COOCCC(O)C(O)CCO,5.1674,7.3641863,0.4251241024357065,-13.460115,30.386879,14,2.0
C=CCCCCCCC(C)CCC1(CCC)CCC(C)C1,10.204,8.571003,0.1600349901798238,-39.035088,18.118116,21,3.0
CC=NCC1(C(C)C)CCC1CC,5.236,6.9615746,0.3295596933619862,-26.31898,24.35471,13,2.0
CCCOC(C([O])OCCCCCN)C(C)(C)O,8.34,8.164646,0.0210256416448871,4.7878056,45.329018,18,3.0
CCC(C)C(C)OC(CCOO)ONCCC(=O)OC,7.187,6.752139,0.060506596425254,-4.8907847,41.97307,20,2.0
CC(O)COOCCC1CC(CO)C1,6.523,7.7549906,0.1888687072969115,-33.825764,12.252582,14,3.0
CCCC1CCCCC=C1C,6.117,6.7468915,0.1029739248922141,-15.075141,4.4657273,11,2.0
CC(C)NCC(CN(CO)CCCO)SCN,7.314,7.4292874,0.0157625695411905,-0.68274295,40.010536,17,2.0
C=CC(O)N1NCNC(CNN)N1,3.97,6.825679,0.7193145655865032,19.760994,34.110607,13,2.0
CC12CCC(CC1)C1CC12C,7.649,8.130516,0.0629515037581505,-14.270126,-5.987368,11,3.0
CC1CCCNC(N)CCCCC1CO,9.023,7.2826786,0.1928761382992378,-26.59862,-8.350458,15,2.0
CCCOCCC(C)(O)CCOCOOCC,8.381,8.391322,0.0012316114932934,-33.46023,11.141528,17,3.0
CC.CCCC1OC(C=CO)CC1=O,5.29,6.7116203,0.2687373026106894,3.3083096,9.175695,14,2.0
C=C(C)NCC(=O)CCCCC(C)O,6.286,6.1332927,0.0242932429178633,-15.13019,26.939198,14,2.0
CCCC(C(O)OO)C(C)(C)OC,7.339,8.761355,0.1938077939890242,-17.086407,10.574989,13,3.0
C=CCCCCCCCC1CC1,7.331,7.6632657,0.0453233808632713,-17.255342,-35.191742,12,2.0
C=CCC1=CC1C1CC(OC)C1CCCCCOO,6.974,6.340022,0.0909059238461187,0.8285072,42.13828,19,2.0
C=C(O)CN(C)CCC(C)OCC,5.8232,6.8034315,0.1683321045001533,-15.878442,-12.520895,13,2.0
CCCCCCCCCCC(C)CNCO,6.0926,8.188886,0.3440707889540981,-48.306923,-1.0117738,16,3.0
CCCOCOC(C)CCC(=O)OCCO,6.2341,7.4466505,0.1945028961784248,-23.221394,-2.1214383,16,2.0
CCCCCC1C(CO)CCC(C)C1CC,10.626,8.997705,0.1532368285719248,-53.674637,-19.503548,16,3.0
NCCCOCC(=O)C1N=C=N1,3.88,6.108147,0.5742647279169142,2.7278106,8.832251,12,2.0
COCC1CON(C)C(C)C(C(=O)CO)C1,7.519,7.2408204,0.0369968868376869,-11.439975,32.541107,16,2.0
CCC(=N)OCCCC(C)CCCCO,6.68,7.028531,0.0521753105574739,-5.5618916,1.6959188,15,2.0
CC1CCNCCCC(C(C)CCCO)NO1,8.411,7.469158,0.1119773900121956,-25.638401,14.107113,17,2.0
CC1(C)CCCC(CCCC=O)CC1,5.4287,6.971748,0.284238929248922,-48.561443,-1.2844474,14,2.0
CNC1CCOONCCCCCCCCNN1,3.848,6.7918997,0.7650466946702985,9.569454,-11.80212,18,2.0
COC1CCC(CCOCCCO)OC1,9.698,8.057871,0.1691203480234931,-0.07556097,-12.543326,15,3.0
CC(O)COC(CCN)C(O)COO,6.621,8.649344,0.3063501652733578,-29.537237,12.64412,14,3.0
C=CCCCCC1C2CC(=CC(O)C2)C1CCC,7.524,6.738082,0.104454820299326,-12.084969,16.274057,18,2.0
C.C#CCCC1CC1CCCC1CC1,9.154,8.851657,0.033028521547157,-15.86754,-25.152132,14,3.0
CCCCCCCCCCC(CC)OC,6.9117,8.978629,0.2990478626450298,-19.40132,-33.680946,15,3.0
CONCCCC1CCNCCC(CN)C1C,7.331,7.0364947,0.0401725914741405,-23.542017,9.4067135,17,2.0
CCCCC(=O)C(CCCCC(=O)O)OCC,8.912,7.1373005,0.1991359412777146,-37.62361,25.599773,17,2.0
C=C(O)SC(CC)CO,4.264,6.868643,0.6108449359772128,-4.548224,-36.40505,9,2.0
CC#CC1CC1CCCCCCO,4.229,8.0895405,0.9128731334990264,-23.524248,-30.071228,13,3.0
COC(COCNCC=O)C(C)(C)COOO,5.5674,7.2491035,0.3020626407555731,-4.2990446,41.988968,17,2.0
C=C(C)NC(C)CC1CCCOCC(CC)CC1,8.855,7.552595,0.1470812943478482,-3.85257,32.682793,18,2.0
CCC(C)CCOCC=CCO,8.438,6.575094,0.2207757498195709,-31.809565,-27.418442,12,2.0
CCCCC(CCCCCC#CCOCC)C1CC1C,7.938,8.478029,0.0680308958300117,-1.5934862,40.395264,20,3.0
C=C1CC(C)N(C)COCC(N)O1,7.418,7.085517,0.0448211202984005,-2.8838985,-10.239762,13,2.0
CCCC(CC(C)CC(C)CC)NCC,9.015,8.161889,0.0946323820041143,-42.597153,14.664454,15,3.0
C=C1CCCCCC(CO)C(C)OC1C#CC,5.072,7.0912247,0.398112119560362,0.18816836,32.32473,17,2.0
COC1CN(CC(C)=N)C(O)CNN1,5.704,6.9070835,0.2109192691712025,17.091173,33.493916,14,2.0
N#CCCCCN1CCSC(=NO)C1,7.347,6.086792,0.1715268827837893,-8.018648,-10.339712,14,2.0
CCCCCCC(C)(CCCO)CC(C)(C=O)CC,10.0,7.4076147,0.2592385292053222,-7.5098767,41.228287,19,2.0
CNCC(O)CCCOC1(C)CC1,9.086,8.26944,0.0898701631889032,-37.157696,5.2849298,13,3.0
CCCCNC1(C)CC1OC,8.887,7.8203297,0.1200259180670985,-10.483827,-26.538408,11,3.0
CCCCC(C)COCC(C)CNCC,8.708,8.193831,0.0590455392987343,-32.46172,-27.356009,15,3.0
CC1CC=CCC(C)CC(C)CCC1,8.534,6.590465,0.2277402075442772,-47.25358,-4.4768867,14,2.0
C=C[SH]1CC(C)CCCNC1OCC,5.91,6.693182,0.1325181034817509,-34.194878,4.90095,14,2.0
C=CC(CC)C(CCO)CCC(C)C,9.181,6.9088492,0.2474840170624805,-41.82764,18.838364,14,2.0
CCCCNC1(C)CNC1CCCN,8.517,7.224856,0.151713525911613,-19.006914,-29.233177,14,2.0
CCCCCC(CO)C(CCCC(C)(C)OO)CCOC,9.01,8.509891,0.055506042582081,-40.497936,21.283737,21,3.0
CC(NO)C1OC(O)CC1CO,6.436,8.141943,0.265062613099017,-4.8422384,-31.04714,12,3.0
CC[PH]1=NCCOCCCN(C)C(=O)OC1,4.5334,7.3042245,0.6112022965366798,11.890081,32.17049,16,2.0
COCC1CCCCCC1CNCC#N,10.03,7.4831676,0.2539214707561884,-18.563305,-24.885323,15,2.0
CCCCCCCCC(C)=C(O)O,7.32,7.336676,0.0022781585735049,-17.753193,-23.178535,13,2.0
CCC1C=C(CC(O)O)CCCC1,5.091,7.0699105,0.3887076264536701,-20.489634,10.797575,13,2.0
CCC(C)C=CCCOCCC(O)CCOC(C)CC,6.275,6.822068,0.087182185564383,10.589994,39.95173,20,2.0
CCCC1CCCCC(C)SCCCN1,6.713,6.826754,0.0169453438358656,5.0582614,-23.388487,15,2.0
CC(C)NNOC(O)CN,5.1185,8.331598,0.6277421670138422,-4.900561,-36.925243,10,3.0
CC(C)CC(C)CC1CNC1C,8.329,8.249748,0.0095151602856923,-47.66209,6.3287697,12,3.0
COCCCCCC1CCCC=CC1C,7.127,6.650294,0.0668873541382229,-44.362843,4.842505,15,2.0
CC(CC1CC(=N)CN1)OO,8.915,6.391221,0.2830935449862305,-9.673363,-25.890783,11,2.0
CCCCCOC(CC)CCCCC=O,9.483,7.053341,0.2562120729868993,-29.990673,13.196937,15,2.0
CCC(OC)C1C2CCC(CN)C21,9.01,8.329863,0.0754869484345735,2.7797987,-21.771772,13,3.0
CCNCC1CCCCCOCC(C)(OC(C)C)C1,8.735,8.49435,0.0275500362507601,-7.5431542,-36.012257,19,3.0
CCCCNCC1CSC1(O)CCCSC,8.876,6.763521,0.2379989641214501,-30.82864,7.1256657,16,2.0
CCC(C)CCCCC1CC(C)C1OC,8.362,8.35342,0.0010260395158623,-48.62919,0.71641815,15,3.0
C=CCN(CC(C)SCCCC)C(=N)O,7.249,6.2034035,0.1442401058214387,-10.080077,30.000536,15,2.0
CCC(CO)C(CN)NC,7.377,7.5338373,0.0212603115657327,1.9624189,-28.049025,10,2.0
C=CC1(CO)C2C3CCC(C3)C21,8.615,7.1914344,0.1652426716898045,-42.237766,5.4277573,12,2.0
C=CC(N)OCC(C)C1CCCCC1CCC,7.758,7.2770247,0.0619973258647638,-9.922592,22.081244,17,2.0
CC(N)(CN)CCCOO,7.679,7.367962,0.0405050288390517,-7.61979,-40.86451,10,2.0
CCCCC(CCC)CSC(C(C)C)C1ONCC1=O,5.848,6.6464853,0.136539898884117,-6.9423223,33.341656,20,2.0
CCCC(N)COC(C)C(O)CN,3.167,7.911497,1.4981045519699614,-7.477655,-6.931335,13,3.0
CCOC(C)OCC#CC1OC1CC,8.607,7.6703014,0.1088298550740176,-34.78463,22.138477,14,2.0
C=C(C)NC(COCCO)CC(C)C,5.802,7.1349354,0.2297372249273217,-3.3025353,8.821193,14,2.0
CC[SH]1OC(CCCC(C)O)O1,5.219,7.726287,0.4804151922058935,-8.1802,-10.747247,12,2.0
CCCC(C)(C)C1(C)CC(C)CS1,8.256,7.210524,0.1266322574874227,-12.912569,17.569414,13,2.0
CCCCCC1C=C(CC)COCCC1,9.366,7.0831056,0.2437427328510109,-40.956593,-8.864021,15,2.0
CCCCC=NCCCC1CCC2(C)CCCCC(C1)C2,5.557,6.230804,0.1212531881450812,24.235704,40.255093,21,2.0
CC(C)CCCC(C)CN(C)CN,9.423,8.302775,0.1188819502286314,-38.473988,-30.87603,13,3.0
CCC=CCCC(CC)OCCCCC,7.589,6.694584,0.117856912264822,-40.08322,-25.503906,15,2.0
C=CC(CC(C)(C)C)C1CCC(=C)CO1,8.398,6.556399,0.2192904419432256,-8.636675,26.254065,15,2.0
C=C(CC)OC1CCCCCCCOCC1,8.498,7.048664,0.1705502361711486,-40.699596,4.245915,16,2.0
