MolWt,HeavyAtomCount,HeavyAtomMolWt,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumRadicalElectrons,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,Logp,TPSA,QED,gap
280.456,20,248.19999999999996,3,1,3,4,116,0,2,2,0,0,2,0,0,0,2,2.6629000000000014,38.489999999999995,0.8046929003442627,6.1262007
189.34899999999993,11,174.22899999999998,3,1,3,2,64,0,1,1,2,0,1,0,0,0,1,2.5685900000000004,12.03,0.6705677448596011,6.127389
202.29399999999995,14,180.11799999999997,3,0,3,8,84,0,0,0,0,0,0,0,0,0,0,2.5333000000000006,35.53,0.5673094439383634,6.1280386
187.23899999999998,13,170.10299999999998,4,2,4,1,76,0,0,1,0,0,1,0,0,0,0,0.5679999999999998,64.71000000000001,0.5888888546513993,6.1287103
202.25399999999996,14,184.10999999999996,4,2,5,7,82,0,0,0,0,0,0,0,0,0,0,-0.298,73.13,0.33762314277436845,6.133237
177.26899999999998,11,162.14899999999997,4,2,4,4,66,0,1,1,0,0,1,0,0,0,1,1.3072,41.49,0.5015896012346449,6.134447
250.47299999999993,15,224.26499999999996,3,0,3,11,92,0,0,0,0,0,0,0,0,0,0,4.415600000000004,9.23,0.3968156989246389,6.1347666
210.36499999999998,15,184.15699999999998,2,1,2,1,88,0,0,1,0,0,1,0,0,0,0,3.1118000000000015,15.27,0.6689962767089784,6.135153
175.228,12,158.09199999999998,4,2,4,5,72,0,0,0,0,0,0,0,0,0,0,1.0533,69.89,0.6135003078674506,6.138548
231.44899999999998,15,202.21699999999996,1,2,2,6,92,0,1,1,0,0,1,0,0,0,1,3.323500000000001,26.02,0.532134618543164,6.140492
225.37900000000002,13,206.22699999999998,5,3,5,9,80,0,0,0,0,0,0,0,0,0,0,1.5071999999999999,41.489999999999995,0.24073940180915746,6.1438174
252.35399999999993,18,228.16199999999995,3,1,3,4,102,0,1,2,0,2,0,0,0,1,0,3.453800000000002,46.53,0.615432658979439,6.143942
180.29499999999996,13,160.135,2,1,2,0,74,0,0,1,0,0,1,0,0,0,0,2.1492000000000004,38.379999999999995,0.5698681627872435,6.145838
209.33699999999996,15,186.15299999999996,3,3,3,3,86,0,1,2,0,0,2,0,0,0,1,0.8397000000000001,46.0,0.47665296319089345,6.1481814
216.34599999999998,14,196.18599999999998,3,1,3,5,82,0,0,1,0,0,1,0,0,0,0,3.2016000000000018,29.46,0.4345673110514925,6.151728
168.27999999999997,12,148.11999999999998,1,1,1,5,70,0,0,0,0,0,0,0,0,0,0,3.061500000000002,20.23,0.6254388890649311,6.1517944
184.34799999999998,12,164.18799999999996,1,0,1,0,70,0,0,1,0,0,1,0,0,0,0,3.7303000000000024,0.0,0.5169041019149656,6.1523066
250.49799999999996,14,228.32199999999997,3,0,3,6,84,0,1,1,0,1,0,0,0,1,0,4.698000000000004,0.0,0.6273033713021942,6.152441
186.295,13,164.11899999999997,2,0,2,7,78,0,0,0,0,0,0,0,0,0,0,2.806800000000001,26.3,0.571410521102884,6.1555308
135.20999999999998,10,122.10599999999998,1,1,1,2,54,0,0,0,0,0,0,0,0,0,0,1.0127000000000002,12.03,0.43997343967886476,6.1569657
152.24099999999999,11,136.11299999999997,2,2,2,0,62,0,1,1,0,0,1,0,0,0,1,1.2328,24.06,0.5101433505942984,6.1604433
210.321,15,188.14499999999998,3,3,3,2,86,0,0,1,0,1,0,0,0,0,0,1.8656,44.29,0.6096010253051807,6.161682
198.30599999999995,14,176.12999999999997,2,0,2,9,82,0,0,0,0,0,0,0,0,0,0,3.1170000000000018,26.3,0.4200949661694021,6.1618757
223.36700000000002,13,206.231,6,3,6,3,78,0,1,1,0,0,1,0,0,0,1,0.8441999999999998,47.53,0.4868834124100299,6.161954
228.40099999999998,15,204.20899999999997,2,0,2,1,88,0,1,1,0,0,1,0,0,0,1,4.406800000000004,17.07,0.6611469919184899,6.1635137
185.311,13,162.12699999999995,2,0,2,7,78,0,0,0,0,0,0,0,0,0,0,2.3335,20.310000000000002,0.5673533816215272,6.1654186
187.352,12,166.18399999999997,2,1,2,6,72,0,0,0,0,0,0,0,0,0,0,3.201800000000002,12.36,0.37233873003639273,6.1663394
285.3459999999999,17,261.15399999999994,6,4,7,13,104,0,0,0,0,0,0,0,0,0,0,1.8765999999999994,70.95,0.13669852410537303,6.1702296
180.29099999999994,13,160.13099999999997,1,0,1,7,74,0,1,1,0,1,0,0,0,1,0,3.6731000000000025,9.23,0.3297805778738406,6.1703277
146.23299999999998,11,132.12099999999998,0,0,0,0,58,0,0,1,0,1,0,0,0,0,0,2.922200000000002,0.0,0.36389668719720575,6.1710734
208.32699999999997,13,188.16699999999997,4,3,5,5,80,0,1,1,0,0,1,0,0,0,1,-0.15789999999999937,56.51,0.5496935986957351,6.171731
190.26399999999998,12,176.15199999999996,4,0,4,2,70,0,1,1,0,0,1,0,0,0,1,1.2751000000000001,35.53,0.6143414850456995,6.1725388
278.41799999999995,17,259.26599999999996,5,2,6,6,98,0,0,1,0,0,1,0,0,0,0,1.8694999999999997,61.269999999999996,0.4411027016581928,6.17314
200.238,14,184.10999999999999,4,1,5,5,80,0,0,0,0,0,0,0,0,0,0,0.9990999999999999,62.129999999999995,0.5316213679815606,6.1735487
141.214,10,126.09399999999998,2,2,2,5,58,0,0,0,0,0,0,0,0,0,0,1.60077,44.08,0.44301321566868923,6.174089
164.295,9,152.19899999999998,3,0,3,3,54,0,0,0,0,0,0,0,0,0,0,3.0027000000000017,17.07,0.5968329002522794,6.177841
197.28600000000003,14,178.134,5,3,5,0,80,0,0,1,0,0,1,0,0,0,0,0.0401000000000003,74.8,0.5130517226728238,6.178818
172.22399999999996,12,156.09599999999998,3,2,3,4,70,0,1,1,0,1,0,0,0,1,0,0.3465000000000001,57.53,0.642849390261573,6.178869
233.44599999999997,14,210.26199999999997,3,2,3,4,84,0,1,1,0,0,1,0,0,0,1,3.512900000000002,12.03,0.5691487366781268,6.1804886
198.26199999999997,14,180.11799999999997,3,0,3,4,80,0,2,2,0,1,1,0,0,1,1,1.9582,35.53,0.6476604469576903,6.1822064
199.36299999999997,13,178.19499999999996,2,1,2,5,76,0,1,1,0,1,0,0,0,1,0,3.8721700000000023,23.85,0.6675931807424809,6.184746
156.29399999999998,10,140.16599999999997,1,1,1,3,58,0,1,1,0,1,0,0,0,1,0,2.9070000000000022,0.0,0.4712067710686492,6.184782
153.18499999999997,11,142.09699999999998,3,1,4,5,60,0,0,1,0,0,1,0,0,0,0,-0.4962000000000002,53.82,0.3230459236472531,6.1852
230.312,16,208.13599999999997,6,4,6,10,94,0,0,0,0,0,0,0,0,0,0,1.0242699999999998,115.05,0.2549610426504329,6.1860723
251.41699999999997,15,230.24899999999997,4,2,5,3,90,0,0,1,0,0,1,0,0,0,0,1.7943,44.480000000000004,0.3473536398759867,6.1867476
230.42099999999996,15,204.21299999999997,3,2,3,10,90,0,0,0,0,0,0,0,0,0,0,2.2603,38.05,0.4464806564019913,6.186927
176.30299999999997,13,156.14299999999997,0,0,0,7,72,0,0,1,0,1,0,0,0,0,0,3.9264000000000028,0.0,0.4071102948168948,6.1869445
203.28599999999997,14,182.118,5,3,5,10,84,0,0,0,0,0,0,0,0,0,0,-0.009099999999998942,62.39,0.34422136535668496,6.1883755
159.254,10,146.14999999999998,3,2,3,3,58,0,1,1,0,1,0,0,0,1,0,1.1055,32.59,0.46899484380444567,6.190947
222.35799999999998,14,200.182,5,4,6,8,86,0,0,0,0,0,0,0,0,0,0,-1.1417999999999977,107.16,0.30659712089955254,6.1921663
158.197,11,144.08499999999998,3,2,3,2,64,0,0,1,0,1,0,0,0,0,0,0.9897,49.69,0.6296983167600879,6.1924167
195.397,11,174.22899999999998,2,2,3,6,70,0,0,0,0,0,0,0,0,0,0,2.618000000000001,26.02,0.50320673099855,6.1931934
190.23899999999998,13,172.09499999999997,4,1,4,7,78,0,0,0,0,0,0,0,0,0,0,1.4963,55.76,0.4879182622292981,6.1933666
182.14400000000003,10,166.016,3,3,5,5,62,0,0,0,0,0,0,0,0,0,0,1.4617699999999998,56.11,0.4450083368650585,6.194479
176.35,10,160.22199999999998,2,1,2,6,60,0,0,0,0,0,0,0,0,0,0,3.0057000000000023,0.0,0.36865078412554136,6.195706
192.23599999999996,12,180.13999999999996,5,3,5,3,70,0,0,1,0,1,0,0,0,0,0,1.337,69.92,0.357381822959868,6.1985784
176.24100000000004,11,164.14499999999998,5,3,5,2,64,0,0,1,0,0,1,0,0,0,0,0.5497000000000001,42.519999999999996,0.4244227305481627,6.1992054
171.259,12,153.11499999999998,1,1,2,0,70,0,0,1,0,1,0,0,0,0,0,2.4181,26.02,0.5564376210051445,6.199332
166.26400000000004,12,148.11999999999998,1,0,1,7,68,0,0,1,0,1,0,0,0,0,0,2.9579000000000013,17.07,0.32266250332549945,6.2000704
195.30599999999998,14,174.13799999999998,2,0,2,2,80,0,0,1,0,0,1,0,0,0,0,3.187700000000002,21.59,0.6200273991019145,6.2028155
156.21300000000002,11,142.101,3,4,5,5,63,1,0,0,1,0,0,0,1,0,0,-0.24180999999999953,74.56,0.4746679437575615,6.2069645
166.26399999999995,12,148.11999999999998,1,0,1,2,68,0,2,2,2,1,1,0,0,1,1,2.6828900000000013,9.23,0.6125395185803943,6.208111
198.26599999999996,14,180.12199999999999,4,1,4,5,80,0,1,1,0,0,1,0,0,0,1,1.3995699999999998,53.39,0.41249788899270995,6.209638
172.20499999999998,11,164.14099999999996,4,0,4,0,60,0,1,1,0,0,1,0,0,0,1,1.0968999999999998,43.370000000000005,0.31154413977696355,6.2098827
217.29399999999998,14,202.17399999999998,6,2,6,5,80,0,1,1,0,0,1,0,0,0,1,-0.5617999999999992,62.720000000000006,0.36701477988427,6.2177286
177.291,13,158.13899999999998,1,1,1,0,72,0,2,3,0,2,1,0,0,2,0,2.3423000000000007,12.03,0.5599902933388096,6.218186
246.307,17,224.13099999999997,6,5,6,2,100,0,1,1,0,0,1,0,0,0,1,-1.242499999999999,101.82000000000001,0.3905643597775781,6.218407
218.37,14,196.194,5,4,5,7,84,0,0,0,0,0,0,0,0,0,0,0.3695000000000002,76.1,0.36682529343226467,6.2185545
142.19799999999998,10,128.08599999999998,2,2,2,4,58,0,0,0,0,0,0,0,0,0,0,1.7769,40.46,0.46367314527342735,6.2192256
183.29499999999996,13,162.12699999999998,2,2,2,3,76,0,1,1,0,0,1,0,0,0,1,1.7031999999999998,32.26,0.6527477050566981,6.2202253
208.32299999999998,13,188.16299999999995,3,1,4,6,80,0,1,1,0,0,1,0,0,0,1,1.7204,27.69,0.6735558659227476,6.2205866
190.19899999999998,13,176.087,5,2,6,3,76,0,1,1,0,0,1,0,0,0,1,-0.6004000000000003,87.77,0.26834960171953576,6.221017
234.45499999999996,13,216.31099999999998,3,0,3,3,76,0,2,2,0,1,1,0,0,1,1,4.063500000000003,0.0,0.6758756541726996,6.222547
168.27999999999997,12,148.11999999999998,1,1,1,6,70,0,0,0,0,0,0,0,0,0,0,3.061500000000002,20.23,0.47713219418164987,6.22305
100.18599999999999,6,92.12199999999999,1,1,1,1,34,0,0,1,0,1,0,0,0,0,0,1.4923,0.0,0.37438013862266895,6.2230573
69.107,5,62.051,1,1,1,0,28,0,0,1,0,0,1,0,0,0,0,0.14579999999999999,12.03,0.39901089098124826,6.2234745
228.37599999999995,16,200.15199999999996,2,1,2,12,96,0,0,0,0,0,0,0,0,0,0,3.714700000000003,37.3,0.4081766256331994,6.223853
172.33699999999996,11,152.17699999999996,1,0,1,6,66,0,0,0,0,0,0,0,0,0,0,3.874400000000003,0.0,0.5479625843932624,6.2269726
164.29199999999994,12,144.13199999999998,0,0,0,7,68,0,0,0,0,0,0,0,0,0,0,4.111100000000003,0.0,0.4966260168805375,6.2286973
130.18699999999998,9,116.07499999999997,2,1,2,2,54,0,0,0,0,0,0,0,0,0,0,0.9823999999999999,37.3,0.6047010236284173,6.2292137
179.307,13,158.13899999999998,1,1,1,3,74,0,0,1,0,1,0,0,0,0,0,3.798670000000002,23.85,0.5031179323431473,6.229423
132.22799999999998,8,120.13199999999998,2,0,2,3,48,0,0,0,0,0,0,0,0,0,0,2.0662000000000003,17.07,0.5844095742095622,6.2301426
199.25399999999996,14,182.118,5,1,5,7,80,0,0,0,0,0,0,0,0,0,0,1.0216500000000002,69.34,0.3773730897794806,6.2306695
224.41299999999993,15,200.22099999999998,1,0,1,1,86,0,1,2,0,1,1,0,0,0,1,4.656200000000005,0.0,0.5839165361676887,6.2313952
288.50499999999994,19,256.24899999999997,5,4,5,10,114,0,1,1,0,1,0,0,0,1,0,2.022900000000001,62.11,0.28140435147589976,6.232849
161.16600000000003,9,153.10199999999998,3,2,4,4,50,0,0,0,0,0,0,0,0,0,0,1.3065699999999998,44.08,0.28235384792750223,6.2333612
195.35300000000004,11,178.21699999999998,4,2,4,7,68,0,0,0,0,0,0,0,0,0,0,1.5789999999999997,21.259999999999998,0.36578723765398286,6.233671
196.381,11,176.22099999999998,2,1,3,5,70,0,0,0,0,0,0,0,0,0,0,3.6080000000000023,20.23,0.6778926893313225,6.2339897
194.39,10,180.278,3,0,3,0,60,0,1,1,0,0,1,0,0,0,1,2.7932000000000015,0.0,0.5818769397711343,6.234269
166.28599999999997,10,148.14199999999997,2,3,3,5,64,0,0,0,0,0,0,0,0,0,0,0.3806000000000001,40.46,0.5168076268536392,6.2344112
226.38499999999996,15,204.20899999999995,2,0,2,6,86,0,1,2,0,0,2,0,0,0,1,3.992600000000003,9.23,0.6332590512447738,6.235802
186.68499999999997,9,179.629,3,0,5,2,54,0,1,1,0,0,1,0,0,0,1,1.0589,34.14,0.47793659627783824,6.2366333
190.37699999999998,11,172.23299999999998,1,1,2,5,66,0,0,0,0,0,0,0,0,0,0,3.290800000000003,0.0,0.5125745978883917,6.2385817
224.39199999999997,16,196.16799999999998,2,2,2,8,94,0,1,1,0,0,1,0,0,0,1,3.203800000000002,24.06,0.6186944222951014,6.238824
182.30699999999996,13,160.13099999999997,1,0,1,6,76,0,1,1,0,1,0,0,0,1,0,3.547900000000002,9.23,0.5707604851368007,6.239532
212.29700000000003,15,192.137,5,3,5,2,86,0,1,1,0,0,1,0,0,0,1,1.5844699999999998,69.5,0.6086498847457713,6.241577
202.36299999999997,13,180.18699999999995,2,1,2,3,78,0,1,1,0,0,1,0,0,0,1,2.928300000000001,20.23,0.7591015210053158,6.2466316
224.34799999999998,16,200.15599999999998,3,2,3,7,92,0,0,0,0,0,0,0,0,0,0,2.0172,55.120000000000005,0.3950088515462845,6.247799
196.35899999999995,13,176.19899999999996,1,0,1,2,74,0,1,2,0,2,0,0,0,1,0,3.874400000000003,0.0,0.6040628163836623,6.249524
190.23899999999998,13,172.09499999999997,4,1,4,7,78,0,0,0,0,0,0,0,0,0,0,0.5813999999999999,55.76,0.4710795916035015,6.2521618
208.327,13,188.16699999999997,3,3,5,6,80,0,0,0,0,0,0,0,0,0,0,0.6709700000000003,64.39,0.44390624974018,6.253106
234.38999999999996,14,216.24599999999998,5,2,5,5,82,0,1,1,0,0,1,0,0,0,1,1.3459,24.5,0.42595991528674004,6.2533894
177.29099999999997,13,158.13899999999998,1,0,1,6,72,0,0,1,0,1,0,0,0,0,0,3.6726800000000024,23.79,0.4483012793230996,6.2561665
163.28999999999996,10,146.154,4,3,4,7,62,0,0,0,0,0,0,0,0,0,0,1.0533999999999997,36.089999999999996,0.2977981570143806,6.256282
156.29399999999998,10,140.16599999999997,1,0,1,1,58,0,0,1,0,1,0,0,0,0,0,3.0942000000000016,0.0,0.5256606995815781,6.257157
186.30299999999997,13,164.12699999999998,4,4,4,5,78,0,0,0,0,0,0,0,0,0,0,0.06890000000000096,76.1,0.36188125948609545,6.2654614
228.405,15,204.21299999999997,3,2,3,2,88,0,1,1,0,0,1,0,0,0,1,3.2767700000000017,35.88,0.7606690899183819,6.2655993
190.356,12,168.17999999999998,3,2,3,8,74,0,0,0,0,0,0,0,0,0,0,1.8797999999999997,24.06,0.4512909698883621,6.265925
131.17799999999997,10,122.10599999999998,1,0,1,0,50,0,0,1,0,1,0,0,0,0,0,1.7255800000000001,23.79,0.3625246858893369,6.265938
169.228,12,154.108,4,2,4,4,68,0,1,1,0,1,0,0,0,1,0,-0.13599999999999957,59.64,0.34978210632695017,6.2665324
244.291,17,224.13099999999997,6,3,6,7,98,0,0,1,0,1,0,0,0,0,0,0.9224699999999999,97.79,0.3512896636461547,6.2676772
156.26899999999998,11,136.10899999999998,1,1,1,4,66,0,0,0,0,0,0,0,0,0,0,2.7513000000000014,20.23,0.6204412705683244,6.2686176
212.34099999999998,15,188.149,4,2,4,5,88,0,0,1,0,0,1,0,0,0,0,1.5558999999999998,39.66,0.7262242153911502,6.270625
194.31799999999996,14,172.14199999999997,1,0,1,6,80,0,0,0,0,0,0,0,0,0,0,4.074200000000003,9.23,0.4571715686135822,6.2730694
167.25600000000003,12,150.11999999999998,3,2,3,4,68,0,1,1,0,1,0,0,0,1,0,1.0046000000000004,64.39999999999999,0.2838403218349742,6.273877
258.45099999999996,17,230.22699999999995,2,0,3,10,101,0,0,0,1,0,0,0,0,0,0,3.697300000000003,23.330000000000002,0.4404559043717055,6.274749
245.307,16,221.11499999999998,3,3,5,1,94,0,0,1,0,0,1,0,0,0,0,2.011,70.64,0.3757872248346719,6.2769976
258.40599999999995,18,228.16599999999997,4,2,4,13,108,0,0,0,0,0,0,0,0,0,0,1.9434999999999998,50.36,0.3914677041400344,6.2780208
240.34699999999992,17,216.15499999999997,3,2,4,2,98,0,2,2,0,1,1,0,0,1,1,2.0087999999999995,52.57,0.7749847375182136,6.2796836
145.27100000000002,9,130.15099999999998,2,1,2,4,54,0,0,0,0,0,0,0,0,0,0,2.0331000000000006,12.36,0.4589009235237036,6.2796845
284.4679999999999,16,264.30799999999994,6,0,6,5,96,0,1,1,0,0,1,0,0,0,1,2.5104000000000006,27.69,0.43743296250680763,6.280326
158.31000000000003,10,140.16599999999997,1,1,1,7,60,0,0,0,2,0,0,0,0,0,0,3.3579900000000023,0.0,0.426098444871505,6.281003
181.323,13,158.13899999999998,1,0,1,0,76,0,0,1,0,0,1,0,0,0,0,3.682000000000003,12.36,0.5403152809960311,6.2811637
169.272,12,150.11999999999998,3,2,3,1,70,0,0,1,0,0,1,0,0,0,0,0.8378000000000001,41.29,0.5714510712085459,6.28156
195.26799999999997,11,177.124,2,1,4,6,68,0,0,0,0,0,0,0,0,0,0,0.5455999999999996,43.53,0.38185051828572025,6.2818108
231.36499999999995,15,210.197,5,3,5,8,88,0,0,1,0,0,1,0,0,0,0,0.8128000000000004,59.31,0.32781493848833243,6.2840092
186.25499999999997,13,168.11099999999996,4,1,4,3,76,0,1,1,0,0,1,0,0,0,1,-0.028999999999999138,55.56,0.6288713915325954,6.2848258
297.51400000000007,17,265.258,2,1,4,12,106,0,0,0,0,0,0,0,0,0,0,5.476400000000004,3.24,0.2886617165484623,6.2869496
187.28699999999998,13,166.11899999999997,4,3,4,9,78,0,0,0,0,0,0,0,0,0,0,-0.08479999999999838,53.16,0.2682880445856631,6.2871046
187.308,12,170.17199999999997,3,1,3,1,70,0,2,2,0,0,2,0,0,0,2,1.2962000000000002,23.47,0.6690459781411764,6.2915764
218.33999999999997,16,196.16399999999996,1,1,1,5,88,1,0,0,0,0,0,1,0,0,0,3.733220000000003,20.23,0.798016358617335,6.2927196
214.309,15,192.13299999999995,4,3,4,2,88,0,0,1,0,0,1,0,0,0,0,0.5735999999999994,67.51,0.4643086060467089,6.2929096
178.319,13,156.14299999999997,0,0,0,2,74,0,0,1,0,1,0,0,0,0,0,4.335100000000003,0.0,0.5518709129377566,6.292945
188.29200000000003,12,172.164,3,2,3,0,70,0,0,1,0,0,1,0,0,0,0,1.2582999999999998,29.46,0.4425181991241778,6.2956057
218.384,16,192.17599999999996,0,0,0,7,90,0,0,1,0,1,0,0,0,0,0,5.137300000000005,0.0,0.4099245891216713,6.2960453
261.4529999999999,19,230.20499999999996,1,1,1,8,108,0,1,1,0,0,1,0,0,0,1,4.396500000000004,12.03,0.38788586290260213,6.298765
204.30999999999995,13,187.17399999999995,2,0,3,5,76,0,1,1,0,1,0,0,0,1,0,3.1845000000000017,17.07,0.6838434090470289,6.2991056
255.35799999999995,18,230.15799999999993,4,1,4,11,104,0,0,0,0,0,0,0,0,0,0,1.6069,41.93000000000001,0.20016286954401893,6.3040085
228.33599999999996,16,204.14399999999995,4,2,4,9,94,0,1,1,0,0,1,0,0,0,1,0.5340999999999998,56.510000000000005,0.44644941820612377,6.3046794
182.31099999999995,13,160.135,2,2,2,6,76,0,1,1,0,1,0,0,0,1,0,1.6696,38.05,0.6132127427346599,6.3049164
198.33099999999996,13,180.18699999999995,2,0,2,6,74,0,1,1,0,0,1,0,0,0,1,2.7021000000000006,9.23,0.47920479909755526,6.306537
219.28099999999995,15,198.11299999999994,5,2,5,10,90,0,0,0,0,0,0,0,0,0,0,1.0582,62.16000000000001,0.18902971278867378,6.306571
216.325,15,192.13299999999998,4,2,4,8,90,0,0,0,0,0,0,0,0,0,0,2.0888999999999998,67.84,0.3706755530698582,6.307075
133.21599999999998,8,122.12799999999999,2,1,3,4,48,0,0,0,0,0,0,0,0,0,0,0.8314999999999999,29.1,0.4544117231297082,6.30724
210.31699999999995,15,188.14099999999996,2,1,2,7,86,0,1,1,0,1,0,0,0,1,0,3.660700000000002,29.46,0.3945492866335001,6.3074184
240.36199999999994,17,215.16199999999995,1,0,2,7,98,0,2,2,0,2,0,0,0,2,0,4.156100000000004,17.07,0.482247794039407,6.3086114
214.26099999999997,15,196.11699999999996,4,3,4,1,86,0,0,1,0,0,1,0,0,0,0,2.0252,69.92,0.5839726296209918,6.3094707
155.285,11,134.11699999999996,1,0,1,4,66,0,0,0,0,0,0,0,0,0,0,3.291900000000002,12.36,0.5523388265645626,6.310113
175.29699999999997,11,158.16099999999997,3,0,3,1,66,0,1,1,0,0,1,0,0,0,1,1.4193,12.47,0.5978350739405767,6.3162475
163.19600000000003,11,149.08399999999997,4,3,5,4,66,0,0,0,0,0,0,0,0,0,0,-0.687499999999999,75.51,0.3786552466830383,6.317701
219.28099999999995,15,198.11299999999994,5,2,5,10,90,0,0,0,0,0,0,0,0,0,0,0.4036000000000001,81.78,0.410438095845231,6.3180342
174.19599999999997,12,160.08399999999997,4,2,4,5,70,0,1,1,0,1,0,0,0,1,0,2.0381,58.92,0.38013884247279095,6.3181553
191.29999999999998,12,174.164,4,3,5,3,72,0,1,1,0,0,1,0,0,0,1,1.0556999999999999,47.53,0.5837101107912614,6.321555
156.225,11,140.09699999999998,2,0,2,0,64,0,1,1,0,0,1,0,0,0,1,1.9247,26.3,0.5353288290119487,6.321657
197.32199999999995,14,174.13799999999998,2,1,2,9,82,0,0,0,0,0,0,0,0,0,0,2.6769000000000007,43.09,0.4559436286220227,6.3241053
210.28299999999996,12,191.13099999999997,4,2,5,8,74,0,0,0,0,0,0,0,0,0,0,1.2460999999999998,47.28,0.4673215274157086,6.325674
222.37199999999996,16,196.16399999999996,1,0,1,1,92,0,1,1,0,0,1,0,0,0,1,4.495800000000004,9.23,0.6346361753931147,6.327645
197.36599999999999,14,170.14999999999998,1,0,1,7,84,0,0,0,0,0,0,0,0,0,0,3.566600000000003,3.24,0.564003034921175,6.327836
196.25199999999998,11,179.11599999999999,3,1,4,5,68,0,0,0,0,0,0,0,0,0,0,2.0707,37.3,0.6838410950754179,6.32962
152.23699999999997,11,136.10899999999998,1,1,1,2,62,0,1,2,0,2,0,0,0,1,0,2.1151999999999997,20.23,0.6007818377516134,6.330011
221.38999999999996,14,196.18999999999997,3,2,4,9,87,0,0,0,1,0,0,0,0,0,0,2.1063,47.28,0.4629091192160698,6.3310695
167.29599999999996,12,146.128,1,1,1,6,70,0,0,0,0,0,0,0,0,0,0,2.883800000000001,26.02,0.6047452076703254,6.3321233
232.33200000000002,11,219.22799999999998,5,3,6,7,68,0,0,0,0,0,0,0,0,0,0,1.2442999999999997,40.46,0.26729524668732824,6.3341312
186.255,13,168.111,4,2,4,5,76,0,1,1,0,1,0,0,0,1,0,1.29687,65.67,0.6353778464119584,6.337219
199.29799999999997,14,178.12999999999997,4,3,4,2,82,0,0,1,0,0,1,0,0,0,0,0.7432000000000001,61.519999999999996,0.5741330592958099,6.339673
171.30899999999997,11,154.17299999999997,2,0,2,2,64,1,0,0,0,0,0,0,1,0,0,3.0826200000000012,4.93,0.6441787925144782,6.345485
154.278,10,140.16599999999997,1,0,1,2,56,0,0,1,0,0,1,0,0,0,0,2.8702000000000014,0.0,0.5510635781348021,6.350819
290.4770000000001,19,260.23699999999997,6,4,6,14,114,0,0,0,0,0,0,0,0,0,0,1.2061999999999997,68.68,0.16752297071744793,6.353218
128.219,9,112.091,2,2,2,6,54,0,0,0,0,0,0,0,0,0,0,0.7190999999999996,24.06,0.31273405561250184,6.3549175
180.342,10,164.214,4,2,4,6,62,0,0,0,0,0,0,0,0,0,0,1.0638,52.04,0.47399070573604796,6.355698
196.33799999999997,14,172.146,2,0,2,2,82,0,0,1,0,0,1,0,0,0,0,2.589200000000001,15.6,0.6625779581812552,6.3557615
166.26399999999998,12,148.11999999999998,1,0,1,6,68,0,1,1,0,0,1,0,0,0,1,3.0779000000000014,12.53,0.33542302827850806,6.3573923
200.32199999999995,14,176.12999999999997,2,0,2,9,84,0,0,0,0,0,0,0,0,0,0,3.341000000000002,26.3,0.5335113961345617,6.3588642
212.337,15,188.14499999999995,3,2,3,3,88,0,0,1,0,0,1,0,0,0,0,1.9912999999999998,47.28,0.7033338416034999,6.3595004
178.36599999999999,10,160.22199999999998,1,2,2,3,62,0,1,1,0,0,1,0,0,0,1,2.3472999999999997,0.0,0.6090469942238881,6.3607154
198.30999999999997,14,176.134,3,2,3,5,82,0,0,1,0,0,1,0,0,0,0,1.2535999999999998,47.28,0.6987631839269007,6.3610418
209.33299999999997,15,186.14899999999994,2,1,2,5,86,0,1,2,0,1,1,0,0,0,1,2.1879,23.240000000000002,0.4260199135193772,6.361266
172.337,11,152.17699999999996,1,0,1,8,66,0,0,0,0,0,0,0,0,0,0,3.876000000000003,0.0,0.39538058389720204,6.3634934
185.27500000000003,13,166.123,5,4,5,7,76,0,0,1,0,1,0,0,0,0,0,-1.8040999999999974,79.34,0.21366128089436912,6.364114
226.36399999999995,16,200.15599999999998,3,2,3,9,94,0,0,0,0,0,0,0,0,0,0,3.8115700000000023,45.11,0.2716325713651263,6.3651505
155.15299999999996,11,146.081,4,1,4,4,60,0,0,0,0,0,0,0,0,0,0,0.19368000000000002,70.32,0.35723692833577164,6.3662367
255.499,13,238.363,5,2,5,8,78,0,1,1,0,0,1,0,0,0,1,3.086300000000002,12.03,0.22710261419735447,6.366253
276.471,17,252.27899999999997,5,3,5,8,100,0,1,1,0,0,1,0,0,0,1,2.530400000000001,58.28,0.361220212427475,6.366422
206.32899999999995,15,184.15299999999996,1,0,1,4,84,0,1,2,0,2,0,0,0,1,0,3.715600000000003,9.23,0.5029979713167912,6.367366
142.26699999999997,9,128.15499999999997,1,1,1,0,52,0,0,1,0,1,0,0,0,0,0,2.8051000000000013,0.0,0.3900291734691031,6.3678546
168.26399999999998,12,150.11999999999998,3,1,3,4,69,0,1,1,3,0,1,0,0,0,1,0.4526899999999996,18.509999999999998,0.6149745600811325,6.369659
168.244,12,152.11599999999999,4,4,4,5,68,0,0,1,0,1,0,0,0,0,0,-1.0442999999999982,62.11,0.24039136063678018,6.37051
